product_id,product_name,category,sub_category,brand,model_no,color,size,weight_kg,cost_price,mrp,supplier_id,manufacture_date,expiry_date,warranty_months,is_returnable,is_active,created_date,updated_ts,source_system
PRD1197,Product_4422,Home,,,,Black,L,,131.66,,,,invalid_date,12.0,,,2024-04-04,,ERP
PRD1144,Product_4423,Home,Premium,,M2005,,S,10.3,,181.27,SUP184,invalid_date,2025-06-24,,Y,,invalid_date,invalid_ts,PIM
PRD1050,Product_4424,Home,Small,,,Red,L,,,915.02,SUP65,,invalid_date,36.0,,,2025-03-28,,ERP
PRD1102,Product_4425,,Premium,,,,L,,,,SUP165,2024-07-01,2024-06-22,,N,,,2025-07-13 00:00:00,
PRD1134,Product_4426,,,Briscoe,,,M,5.64,498.88,,SUP178,2024-09-23,,36.0,N,,,2024-06-01 00:00:00,PIM
PRD1117,,Home,Large,Living&Co,M1051,,S,,352.32,,,2024-11-30,,24.0,,N,2025-06-04,invalid_ts,PIM
PRD1190,Product_4428,Electronics,,Other,M674,,L,17.95,,1520.98,SUP174,invalid_date,invalid_date,24.0,,,,invalid_ts,
PRD1112,Product_4429,,Large,,,White,S,,403.01,2038.97,SUP152,invalid_date,invalid_date,24.0,,,invalid_date,invalid_ts,
PRD1022,Product_4430,Kitchen,Large,,,,S,,1367.33,2632.54,,2024-01-22,2025-02-24,,,Y,2024-05-24,,
PRD1076,Product_4431,Kitchen,,Other,M1273,White,S,5.59,,1571.02,,2024-02-15,invalid_date,24.0,N,N,invalid_date,2024-02-22 00:00:00,PIM
PRD1110,Product_4432,Kitchen,Small,Living&Co,M675,White,L,4.39,1204.48,2917.07,SUP198,2024-07-13,,12.0,Y,N,,,
PRD1054,,,,Other,,,L,,,,,2024-04-17,,36.0,,N,invalid_date,invalid_ts,ERP
PRD1086,Product_4434,,Large,Briscoe,,Black,M,,624.77,2755.32,,2024-11-03,invalid_date,12.0,Y,,2024-07-26,,
PRD1123,Product_4435,Home,,Briscoe,,Red,,,488.68,1405.4,SUP186,invalid_date,2024-12-02,24.0,,Y,invalid_date,invalid_ts,
PRD1065,Product_4436,Home,Small,Living&Co,M942,White,L,,66.47,,,invalid_date,,24.0,,N,,invalid_ts,PIM
PRD1083,,Electronics,Premium,,M3392,White,S,13.47,,856.61,SUP23,invalid_date,2025-05-26,,,N,invalid_date,2024-11-14 00:00:00,
PRD1178,,Kitchen,Large,Other,,White,S,,,2686.2,,2024-06-26,,24.0,Y,,,2024-09-08 00:00:00,PIM
PRD1048,Product_4439,,Premium,,M3574,Black,S,,,,,,,36.0,N,,2024-03-28,,PIM
PRD1120,Product_4440,Home,Small,Living&Co,M3196,,L,10.63,,784.92,SUP98,invalid_date,,,,Y,,,
PRD1157,,,Large,Other,M1293,Red,M,6.17,,990.46,SUP140,,invalid_date,,,Y,invalid_date,2025-01-15 00:00:00,ERP
PRD1004,,Home,Premium,Other,M3409,White,S,15.35,,2377.18,,,,12.0,N,Y,,invalid_ts,ERP
PRD1078,Product_4443,Home,Small,Other,,Black,L,,,2077.22,SUP163,invalid_date,2025-03-17,,Y,Y,invalid_date,2024-11-28 00:00:00,ERP
PRD1075,Product_4444,Home,,Briscoe,,Black,S,11.29,198.35,848.32,,,invalid_date,36.0,N,N,invalid_date,2024-05-23 00:00:00,ERP
PRD1169,,Kitchen,,Other,,White,L,15.19,,,SUP175,2025-02-13,,24.0,Y,N,2025-04-30,invalid_ts,PIM
PRD1150,Product_4446,Kitchen,Large,Living&Co,M4218,,M,,,,SUP176,invalid_date,,36.0,Y,N,,invalid_ts,
PRD1008,Product_4447,,Premium,Briscoe,,Red,S,16.43,463.81,2360.08,SUP87,2024-06-28,,,Y,Y,invalid_date,invalid_ts,ERP
PRD1163,,Kitchen,Premium,Other,M3531,White,,,,,SUP88,,invalid_date,24.0,,,2025-09-06,invalid_ts,PIM
PRD1002,Product_4449,Kitchen,,Living&Co,M2247,,,10.29,,,SUP63,,invalid_date,12.0,N,Y,invalid_date,,PIM
PRD1101,Product_4450,,Premium,Briscoe,,Black,L,15.43,123.47,,,invalid_date,2024-07-21,36.0,,Y,2024-06-23,2024-09-13 00:00:00,ERP
PRD1029,,Home,Small,Living&Co,,Black,M,,959.83,2557.35,,2025-01-29,,,Y,N,2025-01-21,invalid_ts,PIM
PRD1007,Product_4452,Home,Large,Briscoe,M2191,Red,,,,,,2025-07-06,invalid_date,36.0,,Y,,2025-05-14 00:00:00,
PRD1127,Product_4453,Electronics,,Briscoe,,Red,M,,229.65,517.4,SUP24,2024-08-29,invalid_date,36.0,,,invalid_date,,PIM
PRD1004,Product_4454,,,Briscoe,M301,Black,M,,283.1,2645.81,,invalid_date,invalid_date,36.0,N,,invalid_date,invalid_ts,
PRD1174,Product_4455,Kitchen,Large,Other,,,S,,252.81,2576.14,SUP91,,,12.0,N,,,,ERP
PRD1096,,,Premium,Living&Co,,Black,,14.33,123.21,1421.51,SUP110,invalid_date,2025-08-22,,Y,Y,2024-06-06,,
PRD1075,,Kitchen,,Briscoe,,Black,M,,,,SUP194,invalid_date,2024-07-27,36.0,,Y,,,
PRD1099,Product_4458,Furniture,Small,Briscoe,,,L,5.02,81.59,2479.59,,,invalid_date,,,Y,invalid_date,2024-08-01 00:00:00,ERP
PRD1188,,Kitchen,Small,Living&Co,M3779,Black,L,,,519.83,,invalid_date,invalid_date,,N,Y,2024-01-06,invalid_ts,PIM
PRD1081,Product_4460,,,Living&Co,,Red,M,11.11,,,SUP104,2025-10-14,,12.0,N,N,2025-02-10,2025-06-05 00:00:00,PIM
PRD1039,Product_4461,,Premium,,M637,Red,L,12.22,143.25,,SUP28,invalid_date,,,N,N,,,PIM
PRD1075,,Home,Premium,,M2677,,S,1.71,,194.49,,2024-12-15,,24.0,N,,2024-03-05,,ERP
PRD1028,Product_4463,Kitchen,Small,Living&Co,,Red,,17.51,,,SUP168,,2024-07-15,24.0,,,,invalid_ts,ERP
PRD1179,Product_4464,Kitchen,Small,Briscoe,,Red,,17.73,,689.7,SUP183,2025-02-10,2025-08-01,36.0,Y,,,,
PRD1162,Product_4465,,,Briscoe,,White,,2.93,424.4,270.36,,2025-07-16,invalid_date,12.0,Y,N,invalid_date,2025-08-25 00:00:00,PIM
PRD1051,Product_4466,Furniture,Premium,Living&Co,M83,,S,,232.53,2750.42,,2024-06-08,2025-09-17,,,N,,invalid_ts,PIM
PRD1091,Product_4467,Furniture,,Living&Co,M4344,Black,L,,,,,invalid_date,2024-09-01,24.0,N,,,invalid_ts,PIM
PRD1136,,Electronics,Large,Briscoe,,White,S,14.11,,2916.92,SUP190,2025-01-29,2024-10-02,36.0,,Y,invalid_date,2025-05-03 00:00:00,ERP
PRD1066,Product_4469,Home,,Briscoe,M1804,,M,,1130.45,2085.88,SUP191,2025-09-05,invalid_date,24.0,,,invalid_date,invalid_ts,ERP
PRD1056,,Home,Premium,,,White,M,,1238.21,1360.64,SUP136,,,12.0,,Y,,invalid_ts,
PRD1191,Product_4471,Home,Premium,Other,,White,,,682.93,,,,invalid_date,36.0,,Y,,invalid_ts,
PRD1137,Product_4472,Kitchen,Large,Living&Co,,Black,S,12.89,,1814.86,,invalid_date,invalid_date,36.0,N,,,2024-12-29 00:00:00,PIM
PRD1118,Product_4473,Kitchen,,Briscoe,,,L,,1158.25,2754.26,,invalid_date,,,,Y,,invalid_ts,
PRD1045,Product_4474,,Premium,Living&Co,M1101,Black,M,10.63,,,,2025-02-21,invalid_date,24.0,Y,Y,2025-09-26,invalid_ts,ERP
PRD1197,,Kitchen,,,,,L,,,287.06,SUP137,2024-03-14,invalid_date,36.0,,N,invalid_date,,PIM
PRD1112,,,Small,Living&Co,M3827,Black,L,9.55,,2173.02,SUP1,,2025-04-13,24.0,Y,N,,2024-12-05 00:00:00,
PRD1195,Product_4477,,Large,Other,,Red,S,3.63,,778.58,SUP194,2024-10-03,,36.0,Y,N,,,
PRD1095,Product_4478,Electronics,Large,,M3398,Black,L,14.84,226.04,,SUP77,2025-02-20,invalid_date,24.0,N,,,2024-05-02 00:00:00,
PRD1124,Product_4479,Home,Small,Living&Co,M534,Black,,,197.52,,,,invalid_date,12.0,,,2024-01-25,,PIM
PRD1149,,,Small,,M2314,Black,,,,157.52,SUP75,invalid_date,invalid_date,,N,N,,invalid_ts,
PRD1150,Product_4481,Furniture,Large,Living&Co,,Red,M,,1175.58,,,2024-07-27,2025-02-22,36.0,Y,N,invalid_date,invalid_ts,
PRD1033,,Electronics,,Other,,,S,,1303.25,,SUP2,invalid_date,,12.0,N,N,2025-06-04,invalid_ts,ERP
PRD1025,Product_4483,Electronics,,Living&Co,M1486,Red,L,15.7,,,,invalid_date,,24.0,Y,Y,,2024-01-28 00:00:00,
PRD1034,Product_4484,Home,,Living&Co,,,S,,748.6,387.3,,2025-10-20,,,,,2025-02-17,,ERP
PRD1142,,Home,Small,Briscoe,M3700,Black,,,1038.77,,SUP2,2024-06-11,2025-05-17,24.0,Y,,invalid_date,,ERP
PRD1113,Product_4486,Furniture,Large,Living&Co,,Black,,,,,,2024-09-23,2025-07-28,36.0,Y,Y,,invalid_ts,ERP
PRD1110,Product_4487,Electronics,Small,Other,,,M,,,492.75,,2025-08-08,,24.0,N,N,invalid_date,invalid_ts,
PRD1179,,Electronics,Large,Briscoe,M1582,Red,L,,1031.38,1658.45,,,invalid_date,24.0,Y,Y,2024-06-30,2024-03-28 00:00:00,
PRD1141,Product_4489,Electronics,Premium,Other,M3533,Red,S,9.82,1468.46,2602.72,SUP159,,,36.0,N,N,,,
PRD1138,,,Small,Briscoe,M1208,,L,,368.62,581.16,,invalid_date,2024-04-01,12.0,,,invalid_date,invalid_ts,
PRD1014,Product_4491,Electronics,Premium,,M177,Black,L,,,2628.89,,2024-11-15,,24.0,N,,invalid_date,2025-11-06 00:00:00,
PRD1172,,Home,Large,,,Red,M,17.36,446.08,,,2024-06-18,invalid_date,36.0,N,,,invalid_ts,
PRD1070,Product_4493,Furniture,Premium,Briscoe,,Red,M,,,,,,2025-04-23,36.0,N,,,,PIM
PRD1052,Product_4494,Furniture,Premium,Living&Co,,,L,,641.17,1984.86,SUP186,invalid_date,invalid_date,36.0,Y,Y,,,ERP
PRD1180,Product_4495,Furniture,,Briscoe,M3967,Red,,11.05,545.96,,SUP156,invalid_date,2024-07-19,12.0,Y,Y,2024-11-18,2024-01-12 00:00:00,PIM
PRD1161,,Kitchen,Premium,Briscoe,,,L,10.17,492.92,,SUP21,2025-09-05,,12.0,,N,2025-07-10,2025-01-15 00:00:00,ERP
PRD1158,Product_4497,Electronics,Small,Living&Co,M633,Red,L,,,,,2025-03-15,,12.0,,Y,2025-10-04,2024-03-11 00:00:00,PIM
PRD1116,Product_4498,Electronics,Large,Other,M3220,White,S,13.33,1071.51,,,2024-03-04,invalid_date,,Y,Y,invalid_date,invalid_ts,ERP
PRD1115,,Furniture,,Briscoe,,White,M,18.19,,731.14,SUP76,2024-09-09,invalid_date,12.0,,,,2024-07-22 00:00:00,ERP
PRD1015,Product_4500,,,Briscoe,M2659,,M,10.69,504.83,,SUP71,,,24.0,N,Y,2025-01-24,invalid_ts,
PRD1153,Product_4501,Kitchen,Premium,Other,M279,Black,L,8.52,,1704.7,,invalid_date,invalid_date,24.0,,N,,invalid_ts,
PRD1024,,Furniture,Premium,,,White,,,,,,,,12.0,N,,2025-01-06,,PIM
PRD1130,Product_4503,Electronics,,Other,,White,L,,1374.41,,,2025-06-26,,,Y,,,2024-08-28 00:00:00,
PRD1140,Product_4504,,Small,Other,M977,,L,,951.82,2453.15,SUP190,2024-07-29,,,Y,,invalid_date,2025-07-24 00:00:00,
PRD1033,Product_4505,,Small,Living&Co,M2754,White,L,7.4,,,SUP82,2025-10-03,2025-11-22,,Y,N,invalid_date,2024-06-16 00:00:00,
PRD1188,Product_4506,,Small,Briscoe,M2081,White,M,,912.07,2444.13,,,2025-05-30,12.0,N,N,,invalid_ts,
PRD1038,,Kitchen,,Other,M3538,Black,S,,1052.6,1928.37,,2024-03-14,invalid_date,12.0,,N,2025-10-29,2025-11-17 00:00:00,PIM
PRD1089,,,Large,,,White,S,,,2786.9,SUP92,,,36.0,,,,,ERP
PRD1140,,Home,,Briscoe,,Black,M,17.9,734.73,,,invalid_date,2024-11-12,,Y,Y,invalid_date,2024-07-13 00:00:00,PIM
PRD1094,Product_4510,Electronics,Large,Other,M1906,,L,16.28,632.89,1187.72,,2025-06-01,,24.0,,N,,,PIM
PRD1124,Product_4511,Home,,Briscoe,,,M,,1123.24,,SUP156,,invalid_date,12.0,,,invalid_date,2024-07-24 00:00:00,
PRD1187,,,Premium,Other,M983,Red,S,,,1691.85,SUP131,invalid_date,2025-06-08,12.0,Y,,invalid_date,invalid_ts,PIM
PRD1034,,Furniture,Large,Briscoe,M1011,,L,,1186.43,1020.05,SUP101,2025-11-15,2024-04-12,12.0,N,,2024-12-07,,PIM
PRD1162,,Home,Large,Other,,Black,S,,697.87,,SUP149,2024-01-11,invalid_date,,,N,2024-02-18,invalid_ts,PIM
PRD1008,,,Premium,Other,,Red,S,,599.64,2697.98,,2024-04-30,,24.0,Y,,,invalid_ts,ERP
PRD1169,Product_4516,Home,Large,,M2478,,M,1.68,,,,2025-01-22,invalid_date,,,,,,
PRD1178,,,Large,Briscoe,M1797,Red,,6.92,442.38,1364.79,,invalid_date,2025-09-07,36.0,Y,N,,invalid_ts,PIM
PRD1046,Product_4518,Home,Large,Other,,,L,9.22,128.42,,,2024-07-16,,36.0,,N,,invalid_ts,PIM
PRD1123,Product_4519,Home,Small,Other,M3874,White,M,,293.24,2888.05,,2024-10-18,,24.0,Y,Y,2024-05-31,2025-10-20 00:00:00,ERP
PRD1113,,Home,Large,Living&Co,M598,,,,,,,2024-10-15,invalid_date,,Y,Y,invalid_date,,ERP
PRD1105,,Electronics,,Briscoe,M984,White,M,,,,SUP170,invalid_date,invalid_date,24.0,,N,2025-08-29,2024-09-22 00:00:00,ERP
PRD1141,,,,Other,,,S,,283.75,,SUP43,invalid_date,2024-04-29,36.0,N,Y,,,PIM
PRD1179,Product_4523,Electronics,Premium,Other,M282,,,11.46,818.15,2671.92,SUP126,,invalid_date,36.0,Y,N,,2025-09-02 00:00:00,ERP
PRD1184,,Furniture,,Briscoe,,Black,S,,,151.13,SUP138,,,24.0,Y,,invalid_date,invalid_ts,PIM
PRD1163,,Electronics,Small,Briscoe,,,,,,,,invalid_date,invalid_date,36.0,Y,N,2025-08-06,2025-02-04 00:00:00,ERP
PRD1042,,Electronics,Large,Briscoe,M2899,,M,14.05,747.24,,SUP16,,2025-03-18,,N,,2024-05-01,,ERP
PRD1084,,Furniture,Small,Other,M4272,Red,S,,1445.93,,SUP2,invalid_date,invalid_date,,,,,,
PRD1087,,Electronics,,Other,M125,White,M,14.87,1141.9,,SUP115,invalid_date,invalid_date,24.0,N,,2025-07-12,invalid_ts,PIM
PRD1056,Product_4529,Electronics,Premium,Briscoe,,,S,,,2588.83,SUP24,,invalid_date,24.0,Y,Y,invalid_date,2024-10-15 00:00:00,PIM
PRD1127,,Furniture,Premium,Living&Co,M1087,Black,L,,1408.62,2738.4,,invalid_date,invalid_date,12.0,Y,,2025-03-10,2025-05-07 00:00:00,ERP
PRD1150,Product_4531,,,,M1038,Black,S,,838.94,,SUP159,,invalid_date,,Y,Y,,invalid_ts,
PRD1019,,,Small,Briscoe,,White,,,1282.15,,SUP76,,,12.0,Y,Y,invalid_date,invalid_ts,
PRD1187,Product_4533,Furniture,Small,,M974,,S,,1257.77,650.18,,,,12.0,Y,Y,,invalid_ts,PIM
PRD1184,,Home,Large,Briscoe,,Red,M,3.73,1434.6,,SUP135,,2025-01-27,24.0,,Y,2024-02-03,invalid_ts,
PRD1010,Product_4535,Electronics,,Other,M1260,,L,,186.43,350.3,,2025-07-31,invalid_date,,,Y,2025-01-13,invalid_ts,PIM
PRD1071,,Electronics,Premium,Briscoe,,,L,,275.07,,,,2025-07-20,12.0,,N,invalid_date,2024-10-29 00:00:00,
PRD1162,Product_4537,Home,,Living&Co,M3895,Red,,,1069.57,,SUP169,,,,N,,2024-05-22,,ERP
PRD1014,Product_4538,Kitchen,Large,,M4664,White,S,,764.26,203.29,,,,12.0,N,Y,2024-03-28,,
PRD1010,Product_4539,Electronics,Premium,Other,M1919,Red,S,6.48,245.22,,,2025-01-30,invalid_date,24.0,,,invalid_date,invalid_ts,ERP
PRD1156,,Furniture,Small,Briscoe,M51,Red,L,,,,SUP68,,invalid_date,,,N,2024-10-20,invalid_ts,PIM
PRD1076,Product_4541,,Small,,M2832,White,L,8.47,,1240.61,SUP66,invalid_date,invalid_date,24.0,,N,2025-07-29,2024-07-18 00:00:00,
PRD1136,Product_4542,,Small,Living&Co,M4328,White,,12.46,,418.3,,invalid_date,2025-08-13,12.0,N,,2024-11-20,invalid_ts,ERP
PRD1156,,Electronics,Large,Briscoe,M1879,White,S,15.86,,230.31,SUP127,2025-06-27,,24.0,N,N,invalid_date,,
PRD1083,Product_4544,,,,M2953,Red,L,,,,,2024-01-11,2024-10-16,12.0,Y,Y,invalid_date,2024-07-30 00:00:00,
PRD1165,Product_4545,Kitchen,Large,,M308,Black,M,,965.32,,,,2024-09-22,,Y,N,2025-05-21,invalid_ts,
PRD1017,,Kitchen,Premium,Living&Co,,,S,,,,SUP84,,invalid_date,12.0,,Y,2025-09-27,invalid_ts,ERP
PRD1074,Product_4547,Home,Small,Briscoe,,Black,S,,278.14,,SUP129,,,,N,N,,,ERP
PRD1162,Product_4548,,,Briscoe,M3471,Black,M,,,,,invalid_date,invalid_date,24.0,,N,2025-01-10,,
PRD1150,Product_4549,,Small,,,Red,,14.75,,,SUP63,,invalid_date,,N,Y,invalid_date,2024-06-12 00:00:00,
PRD1165,,Furniture,Small,Briscoe,,White,S,9.83,,885.44,SUP130,2025-10-02,invalid_date,24.0,N,Y,2025-01-02,,
PRD1160,Product_4551,,Small,Other,,,M,,146.17,1924.91,,,2024-07-25,36.0,,Y,,2024-10-09 00:00:00,PIM
PRD1176,,Home,,Briscoe,M2362,,L,9.88,192.51,,SUP57,invalid_date,2024-07-31,24.0,N,,invalid_date,invalid_ts,PIM
PRD1165,,Kitchen,Small,Other,M4930,Black,S,12.39,,1689.63,,,,12.0,Y,,2025-09-05,invalid_ts,ERP
PRD1026,Product_4554,,Small,,,,M,4.79,1384.5,,,,invalid_date,24.0,Y,N,invalid_date,invalid_ts,PIM
PRD1077,Product_4555,Electronics,Premium,Other,,Black,M,,,,SUP68,,invalid_date,12.0,,N,invalid_date,2024-10-03 00:00:00,PIM
PRD1089,,Kitchen,Large,Living&Co,,,,,,,,2025-03-02,,,,Y,2024-01-19,,
PRD1195,,Kitchen,Small,Briscoe,M4294,,M,5.18,,2651.82,,,invalid_date,24.0,N,,invalid_date,,
PRD1025,Product_4558,,Premium,,M4576,White,L,17.77,,,,,2024-07-01,,N,N,2024-06-22,2024-08-09 00:00:00,ERP
PRD1054,,Furniture,Premium,Living&Co,,Red,L,,1260.27,,SUP148,invalid_date,invalid_date,24.0,Y,Y,invalid_date,2025-03-23 00:00:00,PIM
PRD1075,Product_4560,,,Living&Co,M1514,White,,,,2728.32,SUP104,,2025-07-22,12.0,N,Y,invalid_date,,ERP
PRD1068,Product_4561,Electronics,Large,Living&Co,,White,S,,1294.46,1609.07,,invalid_date,2025-11-04,12.0,Y,,2025-06-19,invalid_ts,ERP
PRD1028,Product_4562,Electronics,Large,Other,,White,S,17.0,1173.29,,,,invalid_date,,,N,,,
PRD1007,,,,,,,,14.96,,2940.74,,2024-08-11,2025-08-20,24.0,,N,2025-05-07,invalid_ts,PIM
PRD1096,Product_4564,Kitchen,,,M3996,White,,16.64,,,,invalid_date,2024-03-21,,N,Y,,2024-02-28 00:00:00,ERP
PRD1090,Product_4565,Home,Premium,Other,,Red,L,,,2588.98,,,,,,N,,2024-10-07 00:00:00,PIM
PRD1199,Product_4566,Kitchen,Large,Briscoe,,,,3.9,,,,invalid_date,invalid_date,12.0,N,,2024-08-02,2025-01-14 00:00:00,
PRD1085,Product_4567,Electronics,,Other,M1777,Black,,16.43,,536.69,SUP48,2024-10-11,2025-06-12,,N,N,,2025-01-10 00:00:00,ERP
PRD1104,,Home,,Living&Co,M3696,Red,,18.58,838.17,,,2025-05-28,,12.0,Y,Y,2025-05-07,,ERP
PRD1049,,Home,,Briscoe,,Red,,,460.38,2689.98,SUP31,2025-02-10,,36.0,N,N,,,PIM
PRD1074,Product_4570,Home,Small,Other,,Black,L,,,1306.23,,,2024-10-25,,,,2025-04-06,2024-04-23 00:00:00,ERP
PRD1099,,,Premium,Other,M654,White,M,2.97,938.17,,,,2025-02-06,12.0,N,Y,,,
PRD1080,,Home,Large,Living&Co,M1559,,M,16.84,1441.29,1838.12,,invalid_date,invalid_date,24.0,,,2025-02-14,2025-11-18 00:00:00,PIM
PRD1103,Product_4573,Furniture,Large,Briscoe,M2489,Red,,17.33,185.08,1006.46,,invalid_date,2024-04-24,,Y,,invalid_date,,ERP
PRD1005,,Kitchen,Small,Other,M877,,M,,,,,invalid_date,,,Y,,invalid_date,,PIM
PRD1013,,Kitchen,,,M3837,Black,L,,219.54,,,invalid_date,,36.0,,N,2025-05-23,,PIM
PRD1132,Product_4576,Home,Premium,,M3307,Red,,7.51,,,,,2024-03-22,24.0,,,invalid_date,invalid_ts,ERP
PRD1155,Product_4577,Kitchen,Large,Other,,Black,M,,,,SUP82,invalid_date,,12.0,,,invalid_date,2024-10-31 00:00:00,
PRD1191,Product_4578,Home,Small,,M4547,Black,,,130.94,,,2024-11-01,,12.0,,N,invalid_date,2024-05-23 00:00:00,PIM
PRD1086,,Furniture,,Other,M3315,,S,17.8,1427.9,,,,2024-08-25,36.0,Y,,invalid_date,invalid_ts,
PRD1124,Product_4580,Electronics,Large,Other,M4179,Black,M,,,2807.6,,,,12.0,,N,2025-10-21,2025-07-31 00:00:00,ERP
PRD1136,Product_4581,Home,Premium,Briscoe,M184,Black,L,9.76,1475.94,,,,,24.0,,,,2025-10-22 00:00:00,
PRD1185,,,Large,Other,,,,,855.95,,,invalid_date,,12.0,,Y,,,
PRD1191,Product_4583,,Large,Other,M2665,White,L,16.59,,203.72,,2024-06-29,,,N,N,invalid_date,2024-11-15 00:00:00,ERP
PRD1131,Product_4584,,Small,Other,M3555,Black,,,,710.35,SUP91,invalid_date,,12.0,,Y,,2024-11-26 00:00:00,PIM
PRD1075,,Kitchen,Small,Living&Co,,White,S,,,,,2025-06-02,invalid_date,12.0,N,N,2025-05-26,2025-07-20 00:00:00,ERP
PRD1186,,Furniture,,,M3369,Black,,,61.9,1477.69,SUP33,2025-02-27,invalid_date,24.0,,Y,,,PIM
PRD1128,Product_4587,Kitchen,Premium,Briscoe,M4913,Red,,,92.04,,,2025-02-10,2024-09-05,12.0,,Y,,invalid_ts,PIM
PRD1146,Product_4588,Electronics,Premium,,M198,Black,,,293.58,,,invalid_date,,12.0,N,Y,2025-05-17,invalid_ts,
PRD1024,,Furniture,Large,Briscoe,,Black,M,,,2114.0,,,,24.0,Y,,,2024-05-31 00:00:00,ERP
PRD1002,,Home,Large,Living&Co,M2740,Black,M,,,,,2024-05-08,invalid_date,12.0,Y,N,2025-03-08,invalid_ts,
PRD1156,Product_4591,Furniture,Large,Living&Co,,White,M,,,,,,,24.0,Y,N,invalid_date,,
PRD1188,,Furniture,Small,Other,,White,M,,1091.56,2627.38,,invalid_date,2024-12-07,12.0,,N,invalid_date,,
PRD1081,,Electronics,Large,Living&Co,M1635,Black,,,,2065.13,SUP128,invalid_date,,,N,Y,invalid_date,2025-09-27 00:00:00,ERP
PRD1165,Product_4594,Furniture,,Briscoe,M3336,,,1.08,,2198.24,,2024-12-13,2024-10-23,24.0,N,Y,,invalid_ts,PIM
PRD1153,,Furniture,Large,Living&Co,,,L,14.89,523.75,2624.58,,invalid_date,invalid_date,,Y,Y,invalid_date,invalid_ts,PIM
PRD1163,Product_4596,Electronics,,Other,,Red,L,,1376.04,2691.3,,2025-11-04,invalid_date,,Y,,,,ERP
PRD1015,,,Small,Briscoe,,Black,,15.73,,,SUP147,,invalid_date,12.0,Y,Y,2024-06-12,2025-10-14 00:00:00,ERP
PRD1048,Product_4598,Furniture,Small,Other,,Black,S,,916.56,,SUP52,invalid_date,2024-05-07,24.0,,Y,,2024-08-20 00:00:00,
PRD1119,,Home,Large,Briscoe,M2914,,L,,,,SUP69,invalid_date,2025-02-28,,,Y,invalid_date,,
PRD1077,Product_4600,Home,,Living&Co,M4451,Red,M,,,,SUP95,,2024-10-03,36.0,,N,invalid_date,,
PRD1158,,Home,Large,Living&Co,M356,Red,S,17.65,,2112.74,SUP133,,,12.0,Y,Y,2025-08-21,invalid_ts,PIM
PRD1032,,Home,Small,,M526,Red,M,,,,SUP199,invalid_date,,12.0,Y,,invalid_date,,PIM
PRD1007,,Furniture,Small,Living&Co,M735,Black,L,1.46,313.55,,,2024-09-29,2025-03-20,24.0,Y,,2025-07-03,,ERP
PRD1121,Product_4604,Electronics,Large,Living&Co,,,S,,1039.15,,SUP135,,,12.0,Y,N,2025-02-18,,PIM
PRD1054,Product_4605,,Small,Other,M1277,Red,M,,405.69,856.64,SUP125,invalid_date,,24.0,N,N,invalid_date,,PIM
PRD1076,,,Small,Briscoe,M1339,,,,,,SUP54,,,,Y,,2024-07-21,2024-02-09 00:00:00,PIM
PRD1019,Product_4607,,Large,Other,M2451,Black,,7.12,,1830.8,SUP199,2024-01-27,2024-10-19,,Y,Y,,invalid_ts,PIM
PRD1005,,Kitchen,Premium,Other,M706,,,3.42,563.57,2457.38,SUP94,,invalid_date,36.0,Y,N,2024-07-09,invalid_ts,ERP
PRD1087,Product_4609,Electronics,,Other,M4637,Black,S,,,,SUP147,,invalid_date,36.0,Y,Y,invalid_date,2024-02-11 00:00:00,ERP
PRD1120,,Furniture,Small,Living&Co,M4841,Red,M,7.2,1062.95,,,2024-11-26,,24.0,Y,N,2024-09-07,,PIM
PRD1072,,,Large,,,,,13.45,,,SUP96,2024-08-19,2025-01-09,36.0,,,2024-12-03,invalid_ts,ERP
PRD1131,,,Small,,,White,,9.47,321.08,2953.72,,invalid_date,invalid_date,36.0,,N,2025-11-04,2025-01-11 00:00:00,
PRD1119,,Kitchen,Premium,Briscoe,M4083,White,S,13.13,1487.21,,SUP77,,,24.0,N,N,invalid_date,2025-11-09 00:00:00,ERP
PRD1149,,Kitchen,,Other,,,L,4.29,1429.57,,SUP196,2025-03-27,2025-01-07,,,Y,,invalid_ts,ERP
PRD1087,,Electronics,Large,,,,,11.45,1361.91,2697.71,,,invalid_date,24.0,Y,N,,2024-06-07 00:00:00,
PRD1068,Product_4616,Home,Premium,,M250,,S,,932.3,,,invalid_date,,12.0,Y,,,2025-06-05 00:00:00,
PRD1185,,Home,Large,Briscoe,M4664,Red,,,,,,invalid_date,2024-02-23,12.0,,Y,2024-10-07,2024-01-27 00:00:00,
PRD1167,Product_4618,Home,Small,,M1897,Red,M,,654.03,,,invalid_date,2025-09-09,,Y,Y,,invalid_ts,ERP
PRD1064,Product_4619,Kitchen,Premium,Other,,,M,,,,SUP40,,2025-03-31,36.0,,,2025-04-14,,ERP
PRD1178,Product_4620,Electronics,Small,Briscoe,M2624,Red,L,15.01,,,SUP168,invalid_date,,,Y,N,,,ERP
PRD1124,Product_4621,Home,Small,,M4623,White,,1.97,650.58,,SUP20,2024-05-02,invalid_date,24.0,Y,,invalid_date,,
PRD1109,,Home,Large,Briscoe,,White,S,,186.24,,SUP81,invalid_date,invalid_date,,,Y,,invalid_ts,
PRD1006,,,Large,Other,,White,M,,,2256.38,SUP41,2025-08-12,,,N,Y,,2024-06-06 00:00:00,
