transaction_id,store_id,terminal_id,product_id,quantity,unit_price,discount,tax,payment_type,currency,promo_code,cashier_id,is_return,return_reason,channel,gross_amount,net_amount,transaction_ts,load_date,source_system
TXN004042,STR011,,PRD1168,1.0,1668.22,,,WALLET,NZD,SALE10,EMP230,,CANCELLED,STORE,,,invalid_ts,invalid_date,OMS
TXN000219,STR028,T2,PRD1089,,,,,WALLET,NZD,SALE10,EMP421,N,DAMAGED,ONLINE,1439.11,,invalid_ts,2025-11-12,POS
TXN000594,STR024,,,3.0,1003.51,46.3,68.23,,,DISC20,,N,CANCELLED,STORE,,1980.79,invalid_ts,2025-03-10,OMS
TXN003386,,,PRD1082,2.0,,,,,NZD,SALE10,,,CANCELLED,STORE,2039.97,2884.08,2025-04-22 00:00:00,2025-09-18,POS
TXN006949,STR004,,PRD1114,-2.0,,,,WALLET,,SALE10,,,,STORE,,296.36,invalid_ts,,POS
TXN001556,STR016,T5,,4.0,2975.87,56.76,250.34,,NZD,SALE10,,,,,,1836.21,2025-07-17 00:00:00,,POS
TXN003254,STR026,T3,PRD1087,,,,16.32,UPI,,DISC20,EMP284,Y,DAMAGED,,3353.94,,2025-10-01 00:00:00,,
TXN005943,STR005,T3,PRD1122,-2.0,,,29.71,WALLET,NZD,DISC20,EMP183,Y,,STORE,3055.4,1618.45,invalid_ts,,POS
TXN002648,,T4,,-2.0,,145.55,,UPI,NZD,,,,CANCELLED,,3885.04,,,,
TXN005698,,,PRD1178,-2.0,,139.91,,,,,,Y,,,,,,invalid_date,OMS
TXN004591,,,PRD1102,1.0,245.68,211.49,65.19,CASH,,,EMP171,Y,DAMAGED,,484.28,4133.76,2025-06-17 00:00:00,,
TXN004796,,T3,,,634.36,239.81,,CARD,,SALE10,EMP10,,DAMAGED,,,1552.54,2025-09-17 00:00:00,2024-02-22,POS
TXN001618,,T6,,5.0,,194.25,42.67,,,DISC20,EMP440,Y,CANCELLED,STORE,3700.05,2723.78,invalid_ts,,OMS
TXN006578,,,PRD1023,,2372.55,115.4,,CARD,NZD,DISC20,EMP243,Y,CANCELLED,,,4419.03,,invalid_date,POS
TXN005172,,T5,,1.0,,,21.42,WALLET,,SALE10,EMP500,,DAMAGED,,2457.5,3828.52,invalid_ts,2025-01-28,POS
TXN006283,,,PRD1030,-2.0,1046.05,,,UPI,AUD,SALE10,,,DAMAGED,,,1859.79,invalid_ts,invalid_date,
TXN003269,STR016,T6,,,,88.9,,WALLET,AUD,,EMP337,N,,ONLINE,3969.03,,,,POS
TXN001806,,,PRD1089,4.0,1687.86,27.22,227.88,UPI,AUD,,,Y,,ONLINE,,1559.83,2024-01-22 00:00:00,invalid_date,OMS
TXN003300,STR022,,PRD1010,,,,148.5,CARD,NZD,DISC20,,Y,,ONLINE,,4992.73,invalid_ts,invalid_date,POS
TXN007201,STR016,T4,,5.0,,4.02,267.88,WALLET,NZD,,EMP222,,DAMAGED,ONLINE,918.18,3761.16,invalid_ts,invalid_date,POS
TXN003064,,T4,PRD1129,-2.0,1206.85,,,UPI,AUD,DISC20,,Y,DAMAGED,STORE,2840.81,,invalid_ts,invalid_date,POS
TXN005549,,,,-2.0,,192.28,248.56,UPI,,,,N,CANCELLED,,2679.9,,2025-09-18 00:00:00,2025-05-15,OMS
TXN003755,STR019,,PRD1151,-2.0,,,,CASH,,SALE10,,Y,CANCELLED,ONLINE,3839.0,4959.27,,2024-05-06,OMS
TXN005382,STR013,,PRD1003,-2.0,,,,WALLET,,DISC20,EMP361,Y,CANCELLED,,,1111.09,invalid_ts,invalid_date,
TXN002205,STR017,T5,PRD1156,-2.0,1024.64,,145.02,WALLET,,,EMP462,,CANCELLED,ONLINE,,,invalid_ts,invalid_date,OMS
TXN007756,,,PRD1020,-2.0,118.72,55.6,208.75,WALLET,AUD,DISC20,,Y,CANCELLED,STORE,1571.07,547.94,invalid_ts,2025-06-17,POS
TXN001685,STR024,,,,,233.23,,CASH,AUD,,,Y,DAMAGED,,,,,,
TXN006733,,T6,,5.0,,,6.07,WALLET,NZD,,EMP89,N,DAMAGED,,4794.06,,2024-10-10 00:00:00,,OMS
TXN006285,,T6,PRD1167,5.0,1309.34,,,WALLET,,DISC20,,Y,CANCELLED,STORE,948.48,457.23,invalid_ts,,OMS
TXN001628,STR022,T6,PRD1012,4.0,1768.87,,193.17,CASH,NZD,SALE10,,N,CANCELLED,,3493.48,,2025-11-02 00:00:00,2024-03-18,POS
TXN007153,,,,1.0,238.22,,,WALLET,,SALE10,EMP382,N,CANCELLED,STORE,313.91,3232.69,,,
TXN003436,STR021,,PRD1099,3.0,1766.62,,52.24,WALLET,,,EMP106,Y,DAMAGED,ONLINE,,,,invalid_date,
TXN007290,,,PRD1030,,,186.1,,,,SALE10,,Y,,ONLINE,,2604.31,2025-07-12 00:00:00,invalid_date,POS
TXN003224,STR030,T2,,-2.0,,,210.74,UPI,,SALE10,,,DAMAGED,STORE,,,invalid_ts,,OMS
TXN003711,,,PRD1195,,,,,CARD,NZD,SALE10,EMP184,Y,CANCELLED,STORE,,,,invalid_date,
TXN000958,,T2,PRD1106,4.0,,,,CARD,,DISC20,EMP418,N,,,,,,2024-01-30,POS
TXN007208,,T3,,-2.0,,,146.82,WALLET,AUD,DISC20,,,CANCELLED,ONLINE,2862.42,,,,
TXN002524,,T1,,-2.0,,,,CASH,NZD,,,N,,,3404.07,4406.19,,invalid_date,
TXN000181,,,PRD1033,,,,,CARD,NZD,,,,DAMAGED,STORE,4004.54,3265.7,2024-01-31 00:00:00,2024-11-13,
TXN005149,,,PRD1177,2.0,2576.66,233.81,32.57,CASH,,DISC20,EMP172,,DAMAGED,,3392.63,1488.38,2024-08-21 00:00:00,invalid_date,OMS
TXN004759,STR018,T2,PRD1018,,,,,WALLET,,DISC20,,,DAMAGED,STORE,,2671.34,,invalid_date,
TXN006615,STR021,,PRD1074,3.0,1117.24,,,UPI,AUD,SALE10,EMP218,N,,ONLINE,,,,,OMS
TXN003638,,T6,PRD1191,,2446.46,40.96,189.51,WALLET,AUD,SALE10,,,CANCELLED,ONLINE,2557.47,,2025-10-26 00:00:00,,
TXN000489,,T2,PRD1183,-2.0,2659.08,,197.16,CARD,AUD,SALE10,EMP325,Y,,STORE,,4313.89,invalid_ts,2024-09-22,POS
TXN000691,,,PRD1171,-2.0,,10.13,237.93,CARD,AUD,,,,,,,,,2025-02-28,POS
TXN002238,,T4,PRD1037,5.0,160.58,,193.45,CARD,,SALE10,EMP268,,CANCELLED,STORE,774.02,4488.15,,2024-10-12,POS
TXN007930,,T6,PRD1198,-2.0,,236.08,,UPI,AUD,SALE10,,Y,,,,761.46,,,POS
TXN002873,STR013,T6,PRD1151,-2.0,307.9,133.34,97.65,CASH,NZD,,,N,CANCELLED,ONLINE,2230.85,1333.46,,2024-07-21,OMS
TXN006440,,T5,PRD1016,5.0,139.47,,130.85,CASH,,DISC20,,N,,STORE,3222.7,,invalid_ts,2025-07-27,
TXN003419,STR016,,,-2.0,,42.14,,UPI,,,,,,,,,invalid_ts,invalid_date,OMS
TXN006889,,T2,PRD1192,-2.0,2950.16,,,UPI,AUD,SALE10,,Y,DAMAGED,STORE,2997.81,,2025-05-24 00:00:00,,OMS
TXN003660,,,PRD1054,,,,,UPI,NZD,DISC20,,Y,CANCELLED,STORE,,1761.05,2024-11-29 00:00:00,2024-11-23,
TXN000245,STR002,T4,PRD1050,,468.04,,,WALLET,AUD,SALE10,,Y,CANCELLED,STORE,,1117.04,2024-08-13 00:00:00,2025-07-25,
TXN001442,,T4,,4.0,794.52,,,WALLET,NZD,SALE10,EMP119,N,,STORE,,3095.17,invalid_ts,invalid_date,
TXN004769,STR017,T1,,-2.0,,205.86,259.03,CARD,,DISC20,EMP209,,DAMAGED,ONLINE,379.78,,,2025-07-25,POS
TXN000130,,T4,,3.0,1474.21,,,UPI,NZD,DISC20,,Y,DAMAGED,STORE,1055.84,,,2025-11-06,POS
TXN000303,STR024,,,-2.0,,,,CASH,AUD,,EMP288,Y,DAMAGED,STORE,,4599.38,,invalid_date,POS
TXN007122,,T3,,-2.0,,,,,AUD,SALE10,EMP190,Y,,STORE,2722.93,,,,
TXN001096,STR027,,,4.0,,134.99,,WALLET,,,EMP281,Y,DAMAGED,ONLINE,,2214.33,,,POS
TXN005034,,,,4.0,,101.72,175.34,,AUD,,,Y,DAMAGED,STORE,,,invalid_ts,2024-12-27,OMS
TXN006974,,T3,PRD1105,,2173.77,120.15,,CARD,NZD,DISC20,,Y,CANCELLED,STORE,,,2025-04-24 00:00:00,2025-03-03,POS
TXN003837,,T5,PRD1021,,,,287.94,WALLET,AUD,DISC20,,Y,DAMAGED,STORE,,,,2024-05-22,
TXN006112,STR002,T2,PRD1167,2.0,,,,,AUD,DISC20,,Y,,ONLINE,4579.59,3539.0,2024-10-29 00:00:00,invalid_date,
TXN002087,STR024,T2,PRD1139,,,,,,,,EMP145,,CANCELLED,ONLINE,1137.81,4159.56,invalid_ts,invalid_date,POS
TXN007646,,T1,,,,145.37,,,NZD,SALE10,,Y,DAMAGED,,,246.71,invalid_ts,2024-09-05,POS
TXN006959,STR013,,,4.0,,,224.71,CARD,,SALE10,,N,DAMAGED,STORE,,,2025-04-10 00:00:00,2025-07-12,
TXN000076,STR006,T6,,,,,143.68,WALLET,,DISC20,,N,CANCELLED,STORE,,544.3,,,OMS
TXN006521,STR004,,,-2.0,434.58,149.21,,,,DISC20,,,,ONLINE,,1508.43,2025-10-21 00:00:00,,POS
TXN007343,STR005,T6,PRD1133,,650.79,,155.92,UPI,,SALE10,,Y,,,,,invalid_ts,,POS
TXN000006,,T6,,2.0,1331.88,295.08,,CASH,NZD,,,,,ONLINE,,,invalid_ts,,OMS
TXN001776,STR030,T1,PRD1096,,,228.11,145.47,WALLET,,DISC20,EMP251,,CANCELLED,ONLINE,3925.91,760.59,2024-11-25 00:00:00,,OMS
TXN002323,STR021,T1,,-2.0,1249.75,144.72,,,AUD,,,Y,DAMAGED,,,596.54,2025-08-19 00:00:00,2025-08-30,POS
TXN003578,STR008,T6,,,1184.61,,258.94,CARD,AUD,SALE10,EMP75,,DAMAGED,STORE,4531.82,,,2024-04-30,OMS
TXN006289,STR014,T1,PRD1042,-2.0,,104.54,,CARD,AUD,SALE10,,N,,ONLINE,1086.16,3510.72,,2024-05-16,OMS
TXN004058,,T4,PRD1069,5.0,1782.46,,128.09,CARD,AUD,SALE10,,,CANCELLED,,3101.69,386.65,,,OMS
TXN001271,STR007,,PRD1099,4.0,2171.42,192.9,15.16,CARD,NZD,,EMP476,Y,CANCELLED,STORE,,,invalid_ts,,OMS
TXN002300,,T3,,-2.0,,172.54,118.56,WALLET,,SALE10,,N,CANCELLED,STORE,4728.57,4241.56,,2025-08-06,OMS
TXN007140,,,PRD1042,-2.0,,,,,AUD,SALE10,EMP438,Y,DAMAGED,,,,invalid_ts,,OMS
TXN004243,STR009,T5,PRD1109,-2.0,1365.8,,297.12,UPI,,,EMP406,,DAMAGED,ONLINE,4075.87,,invalid_ts,,POS
TXN000349,,,,-2.0,,86.62,,CARD,AUD,SALE10,,N,DAMAGED,STORE,,4131.49,2024-07-03 00:00:00,invalid_date,OMS
TXN004137,STR020,,,,2203.31,,,UPI,AUD,SALE10,,,CANCELLED,,,,,,OMS
TXN004591,STR026,,,1.0,2414.89,136.19,,UPI,AUD,,EMP345,N,CANCELLED,ONLINE,,,,invalid_date,
TXN004710,STR017,,,3.0,,117.61,,,NZD,DISC20,,Y,CANCELLED,STORE,3095.32,1887.94,,,POS
TXN007716,STR023,,PRD1176,1.0,528.16,177.37,,,NZD,DISC20,EMP179,,DAMAGED,ONLINE,,1326.95,,,OMS
TXN004547,STR006,T4,PRD1097,,,234.56,287.06,CARD,,SALE10,EMP34,,DAMAGED,,,,2025-02-17 00:00:00,,POS
TXN004918,STR015,T6,,,,9.93,132.95,CARD,AUD,SALE10,EMP368,N,CANCELLED,STORE,158.08,3173.61,2025-06-13 00:00:00,invalid_date,OMS
TXN006267,STR030,,PRD1073,-2.0,,,,CARD,NZD,DISC20,EMP167,N,DAMAGED,,4373.73,2675.68,,,
TXN004354,STR003,,,2.0,2547.32,131.88,,CASH,NZD,SALE10,,N,,ONLINE,,,invalid_ts,,POS
TXN003201,,T6,PRD1094,2.0,185.14,101.1,,CASH,AUD,,EMP376,N,,,604.71,,2024-09-26 00:00:00,,POS
TXN003688,,T5,,,,,283.45,CASH,NZD,,EMP488,N,,,1558.2,3709.03,invalid_ts,2025-09-23,OMS
TXN007537,,,PRD1112,-2.0,2078.86,192.15,,WALLET,,,,,DAMAGED,STORE,478.21,,invalid_ts,2025-04-12,
TXN005496,,,PRD1089,5.0,631.75,195.7,,WALLET,NZD,SALE10,EMP219,Y,,STORE,,1340.15,invalid_ts,invalid_date,
TXN005532,,T6,,-2.0,1688.89,,,,NZD,DISC20,,N,CANCELLED,STORE,1283.7,,,invalid_date,
TXN004819,,,PRD1098,,2742.72,56.48,,CARD,NZD,SALE10,EMP140,N,,,4610.43,,,,OMS
TXN002029,,,,-2.0,,,,UPI,,DISC20,,,DAMAGED,ONLINE,2590.11,1145.45,,,
TXN004780,STR030,T5,PRD1170,4.0,,,138.41,UPI,,,EMP113,N,DAMAGED,,2189.14,,invalid_ts,invalid_date,
TXN001561,,T3,,-2.0,1330.31,,8.29,CASH,,,EMP179,N,CANCELLED,STORE,,,invalid_ts,2024-11-14,
TXN006581,STR007,,PRD1035,,,,223.63,,AUD,,EMP27,N,CANCELLED,,4831.85,,invalid_ts,invalid_date,OMS
TXN004922,STR017,T3,,4.0,1754.42,119.71,85.19,WALLET,,,EMP495,,DAMAGED,STORE,,4208.41,,2025-08-20,
TXN004594,STR029,T5,PRD1081,2.0,2231.64,290.52,,,AUD,SALE10,,Y,CANCELLED,ONLINE,2508.8,,invalid_ts,,OMS
TXN001377,,T3,,,1493.58,270.85,,CASH,,SALE10,EMP261,Y,CANCELLED,ONLINE,2722.64,582.84,invalid_ts,invalid_date,OMS
TXN002595,STR026,T6,,-2.0,,109.01,221.04,,,SALE10,EMP275,Y,DAMAGED,STORE,2436.0,4493.37,,invalid_date,OMS
TXN007109,STR008,,PRD1039,4.0,2212.88,86.26,185.7,WALLET,AUD,DISC20,,,DAMAGED,,4434.18,4003.45,invalid_ts,invalid_date,
TXN004686,,T6,PRD1051,-2.0,139.4,211.65,,,,SALE10,,,DAMAGED,,,,invalid_ts,2025-08-10,
TXN003328,STR006,T5,PRD1102,,1914.79,,244.55,CARD,,DISC20,EMP344,N,CANCELLED,,,,2024-08-22 00:00:00,,POS
TXN000183,STR009,,PRD1097,-2.0,,251.99,149.54,,AUD,,,Y,,ONLINE,,,,,OMS
TXN005003,,,PRD1154,,2467.41,274.07,123.5,CASH,NZD,,EMP101,,CANCELLED,,2295.2,756.18,invalid_ts,,OMS
TXN004848,,T2,,1.0,1470.02,91.51,,CASH,NZD,SALE10,,Y,CANCELLED,,3255.67,,,2025-01-18,POS
TXN003770,STR019,,,-2.0,,125.47,,WALLET,AUD,,,N,DAMAGED,ONLINE,3676.5,,,,OMS
TXN001017,,,PRD1048,,2386.43,117.57,,WALLET,AUD,SALE10,EMP154,N,,STORE,,,invalid_ts,,
TXN005363,STR029,T1,PRD1149,-2.0,1237.31,246.55,,,,,,,,ONLINE,2145.87,,2024-03-10 00:00:00,2025-10-25,
TXN005845,,T4,PRD1169,4.0,1218.8,,,CASH,AUD,DISC20,,Y,,STORE,,709.59,invalid_ts,,
TXN001020,,T4,,1.0,,,237.03,UPI,,,,,CANCELLED,,,,2024-01-15 00:00:00,invalid_date,POS
TXN004091,,T3,,,,,,UPI,,,,,,ONLINE,4590.18,3635.66,2025-01-03 00:00:00,,
TXN007239,STR026,T6,,5.0,,224.23,246.13,CARD,,DISC20,EMP9,Y,,STORE,,,,,POS
TXN002481,STR017,,,1.0,816.57,119.96,237.11,WALLET,,,,Y,DAMAGED,STORE,363.77,,,2025-09-16,POS
TXN001699,STR009,,,-2.0,,178.74,86.47,UPI,NZD,DISC20,EMP378,N,DAMAGED,,2765.07,2894.59,,invalid_date,POS
TXN005810,STR016,T1,,,,88.56,,WALLET,AUD,SALE10,EMP17,Y,,STORE,,,2024-05-02 00:00:00,invalid_date,POS
TXN004300,,T5,PRD1130,,1433.75,277.18,,UPI,AUD,SALE10,EMP481,N,CANCELLED,STORE,586.86,3528.4,invalid_ts,invalid_date,
TXN004192,,,PRD1053,2.0,,184.08,,CARD,AUD,SALE10,,N,DAMAGED,ONLINE,1465.67,,2025-02-05 00:00:00,,OMS
TXN005700,,,,1.0,2405.45,37.14,182.42,UPI,NZD,DISC20,EMP425,,,ONLINE,,1711.26,2025-05-06 00:00:00,2024-03-10,OMS
TXN004148,STR015,T5,PRD1026,-2.0,,50.4,14.54,UPI,NZD,SALE10,EMP237,,,,278.32,3508.75,2024-10-31 00:00:00,,
TXN002996,,,,-2.0,781.15,15.14,,CASH,NZD,,EMP20,N,,ONLINE,1883.14,,,invalid_date,POS
TXN003478,,,PRD1075,5.0,,,,,,DISC20,EMP177,N,,,1516.47,,2025-09-07 00:00:00,invalid_date,OMS
TXN003718,,T5,PRD1073,,1440.08,141.89,,CASH,,SALE10,,Y,CANCELLED,STORE,2003.48,,invalid_ts,2024-06-10,OMS
TXN003781,,,PRD1045,-2.0,,,180.03,UPI,NZD,SALE10,,,DAMAGED,,,,invalid_ts,2025-06-29,OMS
TXN006985,,T1,,-2.0,,64.55,213.18,WALLET,NZD,,EMP63,Y,DAMAGED,ONLINE,,843.32,2025-06-16 00:00:00,,OMS
TXN006909,STR020,T6,PRD1025,-2.0,,,,WALLET,AUD,,,Y,,ONLINE,3800.92,944.09,invalid_ts,,
TXN004918,STR009,,PRD1061,-2.0,2232.09,,,CASH,NZD,SALE10,,N,CANCELLED,STORE,950.38,2983.71,2025-06-08 00:00:00,2025-09-26,POS
TXN001546,,T5,,,,,,,,,EMP362,,,STORE,1843.38,1579.39,invalid_ts,invalid_date,
TXN000759,,T5,,2.0,,49.9,265.56,UPI,,DISC20,EMP495,,,ONLINE,3017.3,,invalid_ts,,POS
TXN006927,STR015,,,-2.0,,,,,,DISC20,,,DAMAGED,ONLINE,1771.49,1167.37,2025-08-23 00:00:00,invalid_date,OMS
TXN000933,,,PRD1110,4.0,2155.1,85.33,,CASH,,SALE10,,,,ONLINE,,,2025-04-15 00:00:00,,OMS
TXN005258,,,,,970.21,112.89,245.66,,,,,N,,,4949.92,,,2024-04-18,POS
TXN002790,,T3,PRD1109,,1804.14,33.47,225.1,CARD,AUD,,,N,DAMAGED,,,,2025-10-31 00:00:00,,POS
TXN003768,,T6,PRD1105,5.0,144.48,162.88,127.42,CARD,AUD,SALE10,,,,STORE,,4711.63,2025-03-02 00:00:00,,
TXN003870,STR005,,PRD1111,1.0,,60.64,,WALLET,AUD,,,N,DAMAGED,STORE,1865.52,,,,POS
TXN000639,STR017,,,3.0,,204.38,,CARD,,SALE10,,N,DAMAGED,ONLINE,,4016.65,,2024-05-15,OMS
TXN004277,STR008,T6,PRD1105,-2.0,1133.32,36.25,,WALLET,NZD,DISC20,EMP38,Y,DAMAGED,STORE,4960.39,3681.13,2024-08-23 00:00:00,,POS
TXN002247,,T5,,,,,279.37,CASH,,DISC20,EMP308,N,DAMAGED,,3753.35,2139.73,,2025-07-21,
TXN005148,,,PRD1118,,940.4,,,CARD,NZD,,EMP100,,CANCELLED,STORE,,2457.1,2024-08-07 00:00:00,invalid_date,OMS
TXN005483,,T3,PRD1179,,105.0,,,UPI,NZD,,EMP426,Y,,ONLINE,,3971.72,,,OMS
TXN002135,STR004,,PRD1023,-2.0,,,188.63,CARD,,DISC20,EMP106,Y,CANCELLED,ONLINE,,,2025-01-29 00:00:00,invalid_date,
TXN004866,,,,,839.07,251.4,173.17,WALLET,NZD,,,N,CANCELLED,STORE,,,invalid_ts,2024-10-29,
TXN005418,STR023,T6,,,2713.23,,,CARD,NZD,,,,CANCELLED,,4322.39,1220.06,,invalid_date,POS
TXN004922,STR013,T4,PRD1040,-2.0,2122.09,166.09,,WALLET,NZD,,EMP183,N,,ONLINE,3866.12,,invalid_ts,2024-06-12,OMS
TXN001372,STR015,,,4.0,,129.17,108.09,CASH,NZD,SALE10,EMP485,N,DAMAGED,,,,,,OMS
TXN000593,STR028,,PRD1155,2.0,2497.32,255.38,257.34,CASH,,DISC20,EMP253,,,,,1034.55,invalid_ts,2024-01-13,POS
TXN001312,STR028,,,-2.0,,,152.77,CASH,AUD,DISC20,EMP55,N,CANCELLED,,,930.48,,2025-05-19,
TXN000622,,T3,PRD1058,,,,228.02,WALLET,AUD,SALE10,,N,DAMAGED,STORE,2431.08,,invalid_ts,invalid_date,POS
TXN001647,,T5,,4.0,1942.12,,238.44,,,,,,,STORE,,2352.82,,,
TXN006849,STR025,,,,2944.39,,,UPI,AUD,SALE10,EMP235,,,STORE,3669.5,4010.04,,2024-05-16,
TXN000090,STR021,,,-2.0,1405.27,278.05,98.93,UPI,,SALE10,EMP169,Y,DAMAGED,,2332.08,,invalid_ts,2025-03-16,
TXN002244,STR022,T4,,3.0,,8.09,63.87,CASH,NZD,DISC20,,N,DAMAGED,ONLINE,4695.44,1895.06,2025-09-26 00:00:00,,OMS
TXN006126,,T4,,-2.0,,88.83,,WALLET,NZD,,,,DAMAGED,ONLINE,,,2025-05-23 00:00:00,invalid_date,OMS
TXN003357,STR003,T3,PRD1106,,,,,UPI,AUD,DISC20,EMP319,,DAMAGED,ONLINE,,1054.78,,,OMS
TXN002260,STR027,T5,,-2.0,2766.17,179.39,,UPI,NZD,,,Y,CANCELLED,STORE,4983.19,1394.06,,2025-08-07,OMS
TXN000298,STR015,T3,,-2.0,,,,CARD,,,,N,,ONLINE,,243.78,,,POS
TXN003288,STR007,T5,PRD1168,5.0,2062.21,89.93,,CARD,AUD,,EMP225,Y,CANCELLED,,3993.62,,2024-12-04 00:00:00,2024-05-21,OMS
TXN000447,STR021,T2,,5.0,,216.21,83.35,UPI,NZD,,EMP368,N,CANCELLED,STORE,,,,invalid_date,POS
TXN003609,STR002,T4,,3.0,,,,CASH,NZD,SALE10,,N,DAMAGED,,4130.45,4970.36,invalid_ts,,POS
TXN005903,STR018,,,,1079.33,255.29,,WALLET,,,EMP333,N,,ONLINE,4271.5,,,,
TXN006757,STR028,T4,PRD1169,,1468.96,80.08,9.46,WALLET,NZD,DISC20,,Y,DAMAGED,,615.12,1149.65,2024-02-05 00:00:00,invalid_date,POS
TXN004606,STR015,,PRD1044,,664.48,,54.79,CARD,NZD,DISC20,,,DAMAGED,STORE,,4580.82,2024-05-09 00:00:00,2024-03-27,POS
TXN006042,,,PRD1056,-2.0,2314.78,25.73,,CARD,,DISC20,EMP489,Y,CANCELLED,ONLINE,,,,2025-10-11,
TXN000108,,T5,PRD1134,,,,262.28,CARD,NZD,DISC20,,Y,DAMAGED,STORE,4838.75,,invalid_ts,2024-01-06,POS
TXN004038,STR001,T5,PRD1095,5.0,2745.9,154.97,,CASH,NZD,,,Y,CANCELLED,STORE,1577.18,2240.99,,2024-02-06,OMS
TXN000820,STR012,T4,PRD1096,-2.0,,113.62,286.13,,NZD,DISC20,,Y,CANCELLED,ONLINE,,1557.38,2024-08-07 00:00:00,,POS
TXN004527,,T4,,-2.0,548.05,,215.53,UPI,AUD,,,Y,,,,,,invalid_date,
TXN004947,,,,-2.0,,,150.71,,,,EMP171,,,ONLINE,4740.25,,,,POS
TXN006142,STR015,T4,PRD1067,,,212.24,,CASH,,,,Y,DAMAGED,,,3211.35,,,POS
TXN000106,,T3,,1.0,,,182.28,UPI,AUD,SALE10,,,CANCELLED,ONLINE,2738.25,1559.17,invalid_ts,,POS
TXN001663,STR020,T6,,4.0,,102.36,,CASH,,,EMP220,,DAMAGED,ONLINE,,3295.5,2024-09-22 00:00:00,,OMS
TXN005080,STR017,,,-2.0,,,,WALLET,NZD,DISC20,EMP20,N,CANCELLED,ONLINE,,3688.96,2025-05-29 00:00:00,2025-07-21,POS
TXN002183,,,,,758.04,120.43,,CARD,AUD,SALE10,EMP84,Y,,STORE,,2989.87,,,
TXN000473,STR014,,,-2.0,,,219.32,CASH,AUD,SALE10,,Y,DAMAGED,STORE,3961.05,,2025-03-11 00:00:00,invalid_date,POS
TXN007404,STR004,T5,,1.0,2306.12,,,UPI,NZD,SALE10,EMP422,N,DAMAGED,,1955.0,1130.85,,invalid_date,OMS
TXN005854,,,,,,243.32,212.66,WALLET,NZD,SALE10,,Y,DAMAGED,STORE,2113.6,907.97,2024-07-20 00:00:00,invalid_date,OMS
TXN004277,STR020,T5,,-2.0,,,7.1,WALLET,,,,Y,CANCELLED,STORE,,2812.09,,,
TXN001963,,T4,,,,,,CASH,NZD,DISC20,,N,,ONLINE,,558.09,,2024-12-10,OMS
TXN007711,STR021,,,,,130.26,,CARD,NZD,SALE10,EMP192,,DAMAGED,,2706.65,,,2025-03-12,POS
TXN003351,STR022,,PRD1086,-2.0,,152.1,,CARD,AUD,SALE10,EMP250,N,,STORE,4050.1,4531.99,invalid_ts,2025-10-06,OMS
TXN004008,,,,4.0,,39.64,,,,DISC20,,Y,DAMAGED,STORE,,,invalid_ts,2025-08-31,POS
TXN006799,,,PRD1034,-2.0,,,,UPI,AUD,SALE10,EMP45,,CANCELLED,STORE,2124.55,4180.06,invalid_ts,,POS
TXN000543,,,PRD1059,,,,,WALLET,AUD,SALE10,,N,DAMAGED,,,4660.87,,invalid_date,POS
TXN000337,STR019,T6,PRD1050,3.0,,,,CARD,AUD,DISC20,,Y,CANCELLED,ONLINE,,,invalid_ts,,POS
TXN001345,,,PRD1043,,2924.1,,253.18,CARD,NZD,,,Y,,STORE,,,invalid_ts,2025-06-05,OMS
TXN003704,STR026,,PRD1146,,324.17,,,WALLET,AUD,SALE10,,N,,STORE,,,2024-12-09 00:00:00,invalid_date,OMS
TXN007114,STR008,T5,PRD1141,,1422.37,,,UPI,,DISC20,,,DAMAGED,,1539.64,,2024-11-25 00:00:00,2024-07-16,POS
TXN007691,,T6,,5.0,,,,CASH,,,EMP334,,DAMAGED,,,1622.87,2024-05-16 00:00:00,invalid_date,OMS
TXN000006,,,,1.0,,68.21,242.25,WALLET,AUD,DISC20,,N,CANCELLED,,,1727.99,2024-02-23 00:00:00,invalid_date,OMS
TXN002806,,,,2.0,,,,UPI,,SALE10,,,,ONLINE,,,invalid_ts,invalid_date,POS
TXN004038,STR013,,,4.0,2283.41,,,,,SALE10,,N,,,4224.33,3816.84,invalid_ts,2024-10-26,POS
TXN004385,STR024,,,-2.0,1833.82,,,,AUD,SALE10,EMP142,Y,,ONLINE,4561.77,,2024-08-24 00:00:00,2024-12-28,POS
TXN004032,,T6,,,2728.87,256.56,100.45,CARD,AUD,,,,,STORE,3429.56,4234.12,,,
TXN006232,STR018,,PRD1027,4.0,,224.06,45.38,,NZD,,EMP342,N,DAMAGED,ONLINE,1794.91,,,2025-02-17,OMS
TXN007928,STR004,T4,,,1673.65,,,,NZD,,,Y,,ONLINE,,4132.67,,invalid_date,POS
TXN003251,,T5,PRD1023,5.0,2234.62,,190.39,CASH,NZD,DISC20,,,DAMAGED,STORE,1715.71,2436.68,invalid_ts,,
TXN007483,,T4,,1.0,,238.95,99.65,CASH,NZD,,EMP129,,CANCELLED,ONLINE,169.93,3204.43,invalid_ts,invalid_date,POS
TXN001442,STR030,,PRD1194,,2390.72,16.24,,CASH,NZD,SALE10,EMP30,Y,CANCELLED,ONLINE,951.44,,2025-11-05 00:00:00,invalid_date,
TXN003066,STR016,,PRD1001,-2.0,,215.05,37.18,UPI,NZD,,,N,CANCELLED,ONLINE,,2848.84,2024-11-19 00:00:00,,POS
