inventory_id,store_id,product_id,available_qty,reserved_qty,damaged_qty,in_transit_qty,reorder_level,warehouse_id,supplier_id,stock_status,last_stocked_date,expiry_date,batch_no,cost_price,mrp,is_active,snapshot_ts,load_date,source_system
INV005438,STR007,PRD1191,,,,15.0,,WH1,SUP158,AVAILABLE,2024-12-29,2024-12-29,,,,N,invalid_ts,invalid_date,WMS
INV005745,STR017,PRD1086,,,,29.0,,WH3,,,invalid_date,2025-05-20,B321,,1936.04,N,,invalid_date,
INV002052,STR015,PRD1054,,35.0,9.0,,,,SUP186,,,2025-03-08,,,,Y,2024-03-10 00:00:00,2025-06-15,WMS
INV006153,STR016,,,5.0,,,,WH1,SUP45,,,,B349,,1804.74,Y,2024-02-13 00:00:00,2025-06-18,ERP
INV006814,,,-10.0,,7.0,,,WH5,,AVAILABLE,invalid_date,,,,,,,invalid_date,WMS
INV004415,,,-10.0,45.0,18.0,,,,,,invalid_date,2025-04-02,,,,N,2025-11-29 00:00:00,,
INV005782,,,-10.0,44.0,,,,WH3,,LOW,invalid_date,,,599.25,,,2024-08-23 00:00:00,invalid_date,
INV006866,,,,,14.0,,87.0,,,AVAILABLE,invalid_date,,,,,Y,,invalid_date,
INV001694,STR020,PRD1010,,42.0,,9.0,,,SUP41,OUT,,2025-10-21,,381.61,,,2024-07-10 00:00:00,,
INV002049,,,-10.0,,,39.0,,,,AVAILABLE,invalid_date,,,1303.93,,,2024-07-29 00:00:00,invalid_date,WMS
INV006339,,,,50.0,0.0,,,,,AVAILABLE,invalid_date,invalid_date,,1067.99,1265.67,,2025-08-14 00:00:00,2025-11-12,WMS
INV002873,,PRD1168,-10.0,47.0,,,,WH4,SUP191,OUT,,invalid_date,,,,N,invalid_ts,2025-09-05,
INV006300,STR030,,,35.0,,14.0,67.0,,SUP150,LOW,2025-08-08,invalid_date,,818.85,,,2024-04-28 00:00:00,2024-05-15,
INV006618,,,,17.0,,96.0,,WH5,SUP141,OUT,2024-05-06,2025-06-22,,,277.07,,invalid_ts,,ERP
INV005442,STR028,PRD1134,,49.0,6.0,17.0,,WH5,,AVAILABLE,,invalid_date,B293,1160.96,,Y,,,
INV003492,STR007,PRD1046,,10.0,,,72.0,WH1,SUP177,,2025-06-06,invalid_date,B453,975.12,532.28,Y,,2025-02-12,ERP
INV006591,,PRD1119,-10.0,45.0,,95.0,,WH5,,OUT,invalid_date,invalid_date,,,,,invalid_ts,2024-12-22,WMS
INV006587,,,,46.0,18.0,,,,,AVAILABLE,,,B276,280.31,1300.07,Y,invalid_ts,,
INV005634,STR014,PRD1173,122.0,,0.0,,57.0,WH4,,AVAILABLE,2025-09-21,,B186,,,Y,invalid_ts,2025-04-08,
INV005510,,PRD1001,-10.0,,5.0,27.0,,,SUP184,,2025-11-16,invalid_date,B193,234.16,,N,,invalid_date,WMS
INV000297,STR027,PRD1161,,2.0,,11.0,21.0,WH4,,,invalid_date,2025-04-13,,1445.7,,N,invalid_ts,,ERP
INV003868,,PRD1077,-10.0,,6.0,,,,,LOW,invalid_date,invalid_date,B497,,,N,2025-05-09 00:00:00,2024-02-25,
INV002134,STR016,,-10.0,16.0,,,67.0,WH4,SUP94,LOW,,,B272,,,,invalid_ts,2024-07-28,
INV000376,STR030,,-10.0,36.0,17.0,34.0,60.0,WH4,SUP190,,2024-03-27,2025-02-03,,251.0,,N,,,ERP
INV002394,STR022,PRD1040,-10.0,,1.0,,89.0,,SUP11,AVAILABLE,,2024-05-02,B275,,,N,2025-09-23 00:00:00,2024-08-14,
INV004879,STR006,,-10.0,41.0,0.0,,,,,LOW,invalid_date,,B63,,2435.57,,invalid_ts,,WMS
INV006365,,PRD1145,46.0,,,,,,,LOW,invalid_date,invalid_date,,1278.44,,Y,2024-02-08 00:00:00,2025-06-24,ERP
INV004738,,,-10.0,33.0,,16.0,49.0,,,,,,,,1057.43,Y,,,
INV002632,STR007,,457.0,,,23.0,,WH1,SUP187,AVAILABLE,,,B500,,,N,,invalid_date,WMS
INV006114,,PRD1154,,31.0,,50.0,68.0,WH3,,,2025-03-28,invalid_date,,,,,2024-08-25 00:00:00,,
INV006077,STR008,PRD1067,-10.0,,7.0,11.0,,WH4,,AVAILABLE,,invalid_date,B173,,,N,2024-01-01 00:00:00,,ERP
INV006934,,,162.0,30.0,1.0,,,,SUP140,AVAILABLE,,2025-06-03,,,709.88,N,2024-04-24 00:00:00,,WMS
INV004132,STR028,PRD1089,-10.0,7.0,14.0,,33.0,,SUP140,OUT,,invalid_date,B199,,1026.83,,,,
INV006043,,PRD1007,,7.0,,,68.0,,SUP13,AVAILABLE,,2025-09-15,B139,108.45,284.04,Y,invalid_ts,invalid_date,ERP
INV005944,STR001,PRD1099,-10.0,,,,40.0,,SUP159,,invalid_date,invalid_date,,,918.3,Y,2025-08-18 00:00:00,,
INV006721,,,,,,40.0,,,,LOW,invalid_date,2024-10-14,,189.2,,,2024-10-08 00:00:00,2025-02-09,
INV000713,STR021,PRD1167,201.0,14.0,,,26.0,,,OUT,2025-09-27,,B140,867.99,,,,invalid_date,ERP
INV002956,,PRD1029,50.0,30.0,2.0,59.0,68.0,,,OUT,2024-08-10,invalid_date,B281,,,Y,2024-12-17 00:00:00,invalid_date,WMS
INV002810,,PRD1156,-10.0,49.0,4.0,,36.0,,SUP7,,,2024-10-23,,987.03,,,,,WMS
INV005819,STR028,,,17.0,6.0,92.0,47.0,WH4,,OUT,,2025-09-16,,,2105.17,Y,,invalid_date,
INV004403,,,372.0,41.0,3.0,7.0,28.0,,SUP120,AVAILABLE,,2024-09-13,,,541.45,N,invalid_ts,invalid_date,
INV001152,,PRD1135,433.0,,,14.0,,WH2,SUP14,AVAILABLE,2025-05-31,invalid_date,,,,N,invalid_ts,2024-01-10,ERP
INV000406,STR001,,-10.0,29.0,4.0,5.0,,,SUP164,LOW,invalid_date,2025-07-29,,,,,,,
INV005532,,,-10.0,,,,63.0,,SUP199,AVAILABLE,2025-10-14,2024-02-25,B344,1072.68,,N,2024-07-21 00:00:00,2025-02-07,ERP
INV005281,,,144.0,23.0,14.0,,,,SUP21,OUT,,2025-02-15,,1229.72,,N,invalid_ts,invalid_date,ERP
INV006755,,PRD1040,182.0,27.0,15.0,60.0,44.0,,SUP149,AVAILABLE,invalid_date,2024-05-30,,1223.5,844.21,,invalid_ts,invalid_date,WMS
INV003928,,PRD1188,-10.0,19.0,,27.0,,WH3,,,invalid_date,2025-01-21,,,,N,,invalid_date,WMS
INV006240,,,,35.0,,,74.0,,SUP4,LOW,2025-07-24,2024-01-31,B387,908.99,,N,2024-04-01 00:00:00,,WMS
INV001896,STR028,,,,,68.0,,WH3,SUP167,,invalid_date,2024-03-26,B331,,,Y,invalid_ts,invalid_date,
INV002726,,PRD1033,431.0,11.0,16.0,,,,SUP39,LOW,,2025-08-07,,,1830.39,N,,,WMS
INV005122,STR028,,,,,,29.0,WH5,,OUT,,2024-04-26,B280,324.14,703.61,N,,invalid_date,
INV002792,STR007,,-10.0,48.0,,,37.0,,SUP197,AVAILABLE,,2025-04-19,,285.67,,N,2024-06-27 00:00:00,,ERP
INV006013,,,432.0,25.0,,,95.0,,,OUT,2024-01-05,invalid_date,B382,1170.96,1260.37,Y,2024-01-19 00:00:00,invalid_date,ERP
INV003458,STR009,PRD1043,,,6.0,,63.0,WH3,,AVAILABLE,invalid_date,2024-05-19,,,,N,invalid_ts,invalid_date,WMS
INV006156,,PRD1169,391.0,11.0,,91.0,,,,,2024-12-30,,B25,,905.98,,invalid_ts,invalid_date,
INV002108,,PRD1057,,19.0,,,59.0,,,AVAILABLE,2024-08-07,,B398,581.53,,Y,,,ERP
INV000108,STR024,PRD1015,,,16.0,,,,,LOW,,2025-07-23,,,,Y,,,WMS
INV001423,STR014,PRD1006,,4.0,,63.0,67.0,WH5,SUP156,AVAILABLE,2025-09-04,invalid_date,B250,591.03,,,,,
INV000986,,PRD1112,-10.0,2.0,18.0,,,,SUP131,AVAILABLE,2024-12-04,,,505.09,335.52,N,,,
INV000633,STR003,PRD1102,,15.0,4.0,94.0,29.0,,,OUT,invalid_date,2025-04-28,,,424.04,,,2025-09-12,ERP
INV000030,,PRD1024,,,7.0,4.0,,WH1,,OUT,,,B355,,560.88,Y,invalid_ts,2024-10-12,WMS
INV004949,,,317.0,,,68.0,54.0,WH2,,AVAILABLE,invalid_date,invalid_date,,1087.28,687.61,N,2025-01-30 00:00:00,2025-02-05,ERP
INV004606,STR018,,,16.0,,,76.0,WH2,,AVAILABLE,invalid_date,invalid_date,B310,60.17,2083.61,,,,ERP
INV005091,STR011,,156.0,,20.0,,,,SUP190,LOW,,2025-02-23,,1191.57,2879.09,Y,2024-10-16 00:00:00,invalid_date,ERP
INV003805,,PRD1182,115.0,,,74.0,63.0,,SUP163,AVAILABLE,,,B234,,543.39,N,,invalid_date,
INV003825,STR009,PRD1133,,17.0,10.0,28.0,35.0,,,,invalid_date,invalid_date,B12,,469.86,Y,2024-04-20 00:00:00,2025-03-13,
INV000022,STR018,PRD1155,,,0.0,,89.0,WH5,,,,2025-08-02,B298,,,N,,invalid_date,WMS
INV002287,STR022,PRD1122,403.0,20.0,,,,,SUP28,AVAILABLE,invalid_date,invalid_date,,117.89,429.68,,,,ERP
INV005857,,PRD1046,,2.0,,18.0,38.0,WH3,,AVAILABLE,invalid_date,invalid_date,B201,,193.41,Y,,invalid_date,
INV005580,,,,39.0,,,26.0,,,AVAILABLE,,2024-07-22,,347.59,,Y,2024-04-03 00:00:00,2024-02-04,
INV000425,,,202.0,15.0,1.0,,,WH4,SUP7,AVAILABLE,invalid_date,2024-10-28,B395,1400.93,,N,invalid_ts,invalid_date,ERP
INV006673,,PRD1009,,46.0,,2.0,,WH5,SUP43,,2025-08-27,invalid_date,B407,,,N,invalid_ts,2024-03-01,ERP
INV005238,STR030,,-10.0,,,,,WH3,,OUT,,2024-11-19,B186,1294.98,793.21,Y,,2024-02-11,WMS
INV001091,,PRD1197,373.0,,,70.0,45.0,WH1,,AVAILABLE,,invalid_date,B169,708.68,1262.2,,invalid_ts,2025-09-08,WMS
INV000500,STR028,PRD1047,-10.0,,14.0,33.0,65.0,WH1,,LOW,,invalid_date,,,1384.56,,,2025-07-29,WMS
INV002626,,PRD1156,,27.0,,49.0,59.0,WH3,,LOW,,,,1115.92,,N,,2024-07-10,
INV004105,,PRD1041,,,13.0,59.0,52.0,WH2,,AVAILABLE,invalid_date,,B351,,2897.6,,,invalid_date,WMS
INV002782,STR012,PRD1109,-10.0,16.0,,,81.0,WH4,SUP196,,,,,,238.1,N,invalid_ts,,ERP
INV003527,,PRD1064,-10.0,,9.0,,51.0,,SUP59,LOW,2024-08-12,2025-02-27,B132,1104.14,2517.58,,,,WMS
INV002165,,PRD1050,76.0,,8.0,81.0,,WH3,SUP200,LOW,,,B320,,,N,2024-07-26 00:00:00,2025-06-08,ERP
INV004057,,,-10.0,21.0,5.0,,,WH2,,LOW,2024-02-08,,,194.83,,N,invalid_ts,invalid_date,
INV003277,,PRD1106,436.0,,17.0,47.0,,,,AVAILABLE,,invalid_date,B485,1221.69,,,invalid_ts,2024-10-23,WMS
INV000849,,PRD1097,68.0,16.0,,75.0,,,SUP121,LOW,invalid_date,2025-03-05,,,,Y,invalid_ts,2024-08-13,WMS
INV000203,STR023,PRD1151,-10.0,,,100.0,41.0,WH4,,,2025-11-25,,B329,,257.79,Y,,2024-11-20,WMS
INV001205,,,,,,,30.0,,,LOW,,2025-06-09,,,,N,invalid_ts,,WMS
INV004800,STR023,,-10.0,14.0,18.0,,56.0,WH3,,OUT,,2025-01-26,,394.45,,N,invalid_ts,invalid_date,WMS
INV001852,STR027,PRD1144,,,0.0,,,WH5,SUP147,AVAILABLE,2025-02-28,invalid_date,B246,1368.45,,N,invalid_ts,,WMS
INV001579,STR022,PRD1043,,,,74.0,,WH2,,,,2025-04-05,,,2135.91,N,2024-07-03 00:00:00,invalid_date,WMS
INV006534,STR027,,,,,3.0,,,,,,2024-11-25,B123,1117.98,925.72,Y,2025-06-14 00:00:00,invalid_date,WMS
INV005950,STR011,,,15.0,20.0,,73.0,,SUP17,LOW,invalid_date,,,,1322.04,Y,invalid_ts,2024-08-12,WMS
INV001799,,PRD1156,452.0,40.0,13.0,,81.0,,SUP46,AVAILABLE,,invalid_date,,,1137.86,Y,2025-08-18 00:00:00,2025-10-22,
INV000429,,,-10.0,,3.0,,,,SUP158,LOW,invalid_date,invalid_date,B27,465.37,,,invalid_ts,invalid_date,WMS
INV000073,,,369.0,37.0,,,,,,AVAILABLE,invalid_date,invalid_date,,,2389.34,Y,invalid_ts,,WMS
INV001997,,PRD1080,132.0,4.0,16.0,51.0,,,,,invalid_date,2024-03-02,,,,Y,,,
INV006436,,,-10.0,,18.0,,,WH4,SUP165,AVAILABLE,2025-10-15,,B367,997.93,,N,2024-02-26 00:00:00,,WMS
INV001652,,,-10.0,47.0,13.0,96.0,,WH4,,OUT,,,B430,190.26,711.06,N,invalid_ts,invalid_date,WMS
INV006102,,,-10.0,,,,,,,,2024-06-10,,B279,1493.71,1971.75,Y,invalid_ts,invalid_date,
INV000143,STR025,PRD1127,362.0,,10.0,,65.0,WH4,SUP95,AVAILABLE,invalid_date,2025-08-04,,,1007.9,,invalid_ts,invalid_date,WMS
INV006919,STR018,,,,6.0,,,,,LOW,,invalid_date,B97,,,Y,,invalid_date,WMS
INV002370,,PRD1061,,42.0,,,27.0,WH2,,,invalid_date,,B118,995.13,,Y,,,WMS
INV003510,,,,1.0,16.0,,48.0,,SUP128,OUT,invalid_date,invalid_date,B11,1217.52,,N,2025-06-25 00:00:00,,
INV005001,STR024,PRD1032,359.0,6.0,16.0,,,WH1,SUP136,,,,,,1372.81,,2024-06-02 00:00:00,2025-05-17,
INV000994,,PRD1159,-10.0,,,68.0,53.0,WH3,,LOW,,invalid_date,B72,984.43,2080.95,N,2025-02-01 00:00:00,,ERP
INV002540,STR006,,-10.0,,,,,,,,,,,,,,invalid_ts,,
INV006804,STR020,PRD1068,-10.0,,19.0,,49.0,WH2,SUP126,OUT,invalid_date,,B69,559.46,,Y,,invalid_date,WMS
INV000576,STR008,,,,,96.0,89.0,WH3,,LOW,invalid_date,2025-02-14,,354.94,1953.61,Y,,2025-09-10,
INV003784,,PRD1199,,45.0,,,84.0,WH5,SUP36,AVAILABLE,,,B277,,2657.36,N,2025-07-07 00:00:00,,ERP
INV001667,STR012,,115.0,,,,44.0,,SUP71,OUT,2024-01-24,,,,580.46,,,2025-06-07,WMS
INV002388,,PRD1072,12.0,9.0,17.0,95.0,,WH2,SUP21,LOW,invalid_date,2025-03-14,,,2016.3,Y,,2025-10-01,ERP
INV000741,,PRD1143,,,,,,,SUP157,OUT,invalid_date,invalid_date,B164,244.95,389.94,,invalid_ts,,ERP
INV000993,,,,16.0,5.0,,76.0,WH5,SUP3,OUT,2025-09-14,,B236,616.48,,,2025-04-23 00:00:00,,WMS
INV000345,STR001,PRD1091,,,,61.0,21.0,,,LOW,2024-10-27,,B202,1363.34,,,invalid_ts,2024-05-04,
INV005853,STR022,PRD1112,89.0,,14.0,,,WH5,SUP122,AVAILABLE,invalid_date,invalid_date,B275,303.09,,N,2024-08-12 00:00:00,invalid_date,WMS
INV000127,,PRD1075,-10.0,,9.0,,96.0,WH3,,,invalid_date,invalid_date,B43,547.25,944.1,N,,invalid_date,
INV002043,STR027,PRD1062,432.0,12.0,19.0,,,WH5,,OUT,,,B484,,,Y,2024-08-12 00:00:00,2025-02-20,ERP
INV004882,STR023,,-10.0,,17.0,7.0,53.0,WH3,SUP87,AVAILABLE,invalid_date,2024-09-05,B448,1352.83,,Y,,2024-12-24,WMS
INV000767,,,,13.0,,30.0,81.0,WH5,,AVAILABLE,,,B225,1302.75,,,2024-08-10 00:00:00,invalid_date,WMS
INV006315,STR001,PRD1185,,,,,,WH4,SUP1,AVAILABLE,invalid_date,2025-02-05,,,713.26,Y,invalid_ts,2025-04-15,WMS
INV003717,STR004,PRD1104,,18.0,7.0,,,,,LOW,2025-06-22,invalid_date,,,623.09,N,2024-08-22 00:00:00,invalid_date,ERP
INV006228,,,-10.0,,,,66.0,WH1,,OUT,invalid_date,2024-07-17,B431,,,,2025-01-24 00:00:00,invalid_date,ERP
INV001871,,PRD1158,412.0,16.0,,98.0,,WH4,SUP3,LOW,2024-02-08,2024-12-05,B153,,1510.78,,2025-08-01 00:00:00,,WMS
INV003037,STR001,PRD1128,,,,,,,,AVAILABLE,invalid_date,2024-03-12,,,,,,,WMS
INV005635,,PRD1003,151.0,19.0,,,35.0,,,LOW,,invalid_date,B87,183.1,,Y,2024-06-26 00:00:00,invalid_date,ERP
INV001995,,PRD1101,-10.0,14.0,,93.0,,,SUP87,,,invalid_date,B131,1371.74,,Y,,,
INV006945,STR018,,-10.0,37.0,,50.0,75.0,,SUP142,,,invalid_date,,219.41,,Y,,,WMS
INV000546,STR018,PRD1171,-10.0,21.0,,68.0,,WH1,SUP140,LOW,2024-07-22,,,,905.98,,,2024-11-04,ERP
INV004425,,PRD1013,199.0,,,,70.0,,,LOW,invalid_date,,,,2658.75,N,,2024-03-24,
INV006267,STR014,,,,8.0,12.0,,WH1,SUP74,LOW,invalid_date,,B435,,1975.47,,invalid_ts,invalid_date,
INV003817,STR026,,175.0,,,44.0,,,SUP14,LOW,,,,717.19,797.15,Y,invalid_ts,,WMS
INV003055,,PRD1132,-10.0,,,,,,,LOW,invalid_date,,,1069.26,,N,,2025-05-27,WMS
INV002296,STR009,,368.0,33.0,,,,,,LOW,2024-11-03,,,,,Y,invalid_ts,invalid_date,
INV005396,STR006,,,,,67.0,82.0,WH1,SUP124,OUT,invalid_date,,B387,,,,invalid_ts,,WMS
INV006502,,PRD1074,-10.0,,7.0,40.0,,,,LOW,2025-05-24,2024-06-02,B95,463.16,,,2025-08-27 00:00:00,,
INV006583,STR029,PRD1050,495.0,,,,80.0,,,AVAILABLE,2025-01-10,invalid_date,,391.28,941.31,Y,2025-01-19 00:00:00,2025-11-04,
INV006247,,,,7.0,17.0,27.0,62.0,,SUP13,,,,B84,,1846.75,Y,invalid_ts,,ERP
INV002081,STR025,PRD1063,,,,,100.0,WH3,SUP198,OUT,,invalid_date,,377.16,617.69,N,invalid_ts,,ERP
INV001980,STR005,PRD1176,-10.0,,,,,WH4,SUP58,AVAILABLE,invalid_date,2024-02-11,,,2491.4,,invalid_ts,invalid_date,ERP
INV001527,STR030,,,15.0,,18.0,,,,AVAILABLE,2024-03-22,invalid_date,B468,,,N,,,
INV006683,STR013,PRD1097,,16.0,3.0,92.0,,WH5,,,invalid_date,invalid_date,,625.94,2401.66,Y,2025-04-15 00:00:00,,
INV004828,STR014,PRD1149,,13.0,,,51.0,,,LOW,invalid_date,,,1466.96,,Y,,invalid_date,WMS
INV005891,,,205.0,17.0,,,75.0,WH4,SUP146,AVAILABLE,2025-03-11,,,978.84,,N,invalid_ts,invalid_date,ERP
INV006675,STR024,PRD1137,,,,,43.0,,SUP112,AVAILABLE,,,B307,993.22,,Y,invalid_ts,,WMS
INV005808,,PRD1157,366.0,24.0,,,78.0,,SUP196,OUT,2025-06-23,invalid_date,B155,1451.68,,Y,,,
INV001365,,PRD1096,151.0,13.0,4.0,,64.0,WH5,SUP72,LOW,invalid_date,2024-05-01,B270,,1926.12,N,2024-07-02 00:00:00,,
INV002510,STR017,,,,,,64.0,WH2,,OUT,invalid_date,2024-11-27,,282.44,1781.76,,invalid_ts,,ERP
INV005703,STR014,,,27.0,,26.0,,,SUP11,,invalid_date,,,,,Y,invalid_ts,invalid_date,
INV003654,STR027,PRD1142,437.0,23.0,,11.0,89.0,WH3,SUP130,,2025-11-07,2024-12-18,B205,950.19,596.86,N,,2024-09-12,ERP
INV001249,,,,1.0,,61.0,,,SUP12,LOW,,2025-11-30,B121,1395.91,,N,,,
INV004588,,,,6.0,,26.0,,WH2,SUP190,OUT,invalid_date,,,1348.96,860.42,N,2025-07-21 00:00:00,,
INV001469,STR021,PRD1181,331.0,,10.0,71.0,,WH1,,OUT,,2024-05-21,B331,,2821.14,,invalid_ts,invalid_date,WMS
INV003979,STR012,,50.0,49.0,,35.0,,WH5,,LOW,invalid_date,,,239.89,,,invalid_ts,,
INV000522,,PRD1107,-10.0,23.0,,,,WH1,SUP12,,,,,610.96,1793.95,N,2025-05-17 00:00:00,,WMS
INV006224,STR005,,-10.0,,14.0,81.0,50.0,,SUP111,LOW,invalid_date,,,,,Y,,2024-01-09,
INV000049,STR026,,-10.0,,,65.0,,WH2,SUP125,OUT,invalid_date,2025-07-01,,258.14,,Y,invalid_ts,invalid_date,ERP
INV002604,STR026,,,32.0,7.0,84.0,,,,AVAILABLE,,invalid_date,B281,557.18,,Y,,,ERP
INV000756,STR022,PRD1101,,9.0,,,90.0,,SUP150,AVAILABLE,,,B159,560.55,,,,2025-07-14,WMS
INV003888,STR027,,78.0,23.0,,,,WH5,,,2024-01-28,,,,1940.32,,2024-05-19 00:00:00,,
INV005137,STR020,PRD1196,,9.0,14.0,,,WH4,,,2025-01-07,,B178,,2483.12,Y,2024-06-09 00:00:00,2025-11-15,WMS
INV003698,,PRD1013,225.0,,,33.0,79.0,,,,2024-03-11,2025-03-19,,,1110.82,N,invalid_ts,2024-08-26,ERP
INV000576,STR008,,345.0,25.0,10.0,,,,,AVAILABLE,,2025-04-08,B65,786.56,,N,invalid_ts,invalid_date,ERP
INV003307,STR011,PRD1032,165.0,15.0,,22.0,,WH1,,,invalid_date,invalid_date,B256,,,Y,,2024-02-17,WMS
INV006805,STR008,PRD1161,436.0,17.0,9.0,,,WH5,SUP190,LOW,invalid_date,2025-09-29,B71,942.34,,N,,invalid_date,WMS
INV006312,,,,7.0,12.0,73.0,,,,AVAILABLE,,2024-02-22,,963.2,,Y,2024-09-15 00:00:00,invalid_date,WMS
INV002755,,,,,,,,,,,invalid_date,2024-02-02,B257,,2367.51,,,invalid_date,ERP
INV003057,STR012,,-10.0,32.0,,49.0,37.0,WH5,,AVAILABLE,2024-07-23,invalid_date,B369,,,Y,2025-10-07 00:00:00,,WMS
INV003055,,PRD1059,-10.0,,20.0,94.0,,,SUP112,,invalid_date,2025-05-12,,,,N,invalid_ts,,WMS
INV002061,STR019,PRD1171,159.0,,,66.0,48.0,,SUP184,,invalid_date,2024-05-31,B328,,,Y,,invalid_date,
INV002614,STR013,,0.0,35.0,,28.0,,WH5,,,,invalid_date,B386,1263.69,,,,2024-05-07,WMS
INV002555,,PRD1197,-10.0,,0.0,35.0,,WH4,,LOW,,invalid_date,,,,N,,invalid_date,
INV000059,STR026,,-10.0,,,,35.0,,SUP40,OUT,invalid_date,,,382.48,,,invalid_ts,2025-06-04,
INV000109,STR025,,82.0,,8.0,,20.0,,SUP153,LOW,2024-07-14,2025-08-02,,,2165.78,,invalid_ts,2025-02-19,ERP
INV006287,,PRD1134,,,,94.0,,WH5,,AVAILABLE,2025-09-28,2025-07-01,B40,1036.19,,,2025-08-25 00:00:00,,WMS
INV003098,,,22.0,,11.0,,40.0,,SUP168,AVAILABLE,2025-08-22,invalid_date,,254.26,,Y,,,WMS
INV001573,STR017,,-10.0,,,,22.0,,,LOW,invalid_date,,,,549.4,,,invalid_date,WMS
INV006368,STR009,PRD1127,70.0,,,,,,SUP90,AVAILABLE,,2025-03-02,B373,,,,invalid_ts,invalid_date,WMS
INV005885,,PRD1115,-10.0,43.0,,33.0,37.0,WH4,SUP174,OUT,,2024-06-26,,,,Y,,2025-08-01,
INV003396,,,,36.0,,,39.0,WH2,SUP55,OUT,2025-01-18,invalid_date,,911.25,,Y,2025-04-30 00:00:00,invalid_date,WMS
INV006084,STR007,,124.0,28.0,,5.0,,,,AVAILABLE,,,B298,,,N,2024-04-25 00:00:00,invalid_date,WMS
INV005773,,PRD1138,454.0,,10.0,70.0,,WH5,,,invalid_date,2024-11-08,B476,493.34,,,,2024-02-29,WMS
INV004225,STR030,PRD1167,212.0,,,,20.0,,SUP14,OUT,2025-07-19,,B28,600.38,2328.46,,2024-01-15 00:00:00,invalid_date,ERP
INV004059,STR027,PRD1031,-10.0,,,,,,,LOW,,invalid_date,B421,788.75,2828.2,Y,,,WMS
INV000161,STR024,PRD1067,-10.0,39.0,,20.0,74.0,WH2,,LOW,,invalid_date,B152,,1195.24,,,2024-12-14,
INV000205,,PRD1075,431.0,7.0,17.0,,76.0,WH4,,,invalid_date,invalid_date,B377,161.93,,Y,invalid_ts,invalid_date,
INV000726,,PRD1029,-10.0,28.0,,,97.0,WH3,SUP182,LOW,,,B251,,,N,,invalid_date,ERP
INV005466,,,286.0,,,51.0,,,SUP120,LOW,,,,,,,,,ERP
INV005909,STR002,PRD1132,-10.0,,,86.0,95.0,WH2,SUP3,AVAILABLE,2024-08-16,2024-01-11,B431,1052.61,1525.37,Y,2024-02-03 00:00:00,2024-05-24,
INV002982,STR003,,-10.0,,17.0,,94.0,WH1,,LOW,invalid_date,2025-03-28,B293,,,Y,invalid_ts,invalid_date,
INV003655,STR025,PRD1140,,,,70.0,76.0,,SUP78,AVAILABLE,invalid_date,2025-03-04,,,806.54,Y,2024-11-15 00:00:00,,WMS
INV000343,,PRD1080,-10.0,,2.0,,,WH2,,AVAILABLE,,2024-09-16,B245,,1254.55,Y,,,
INV000549,,,,36.0,,,,WH5,SUP91,,invalid_date,2024-09-12,B38,1187.06,362.83,Y,,,
INV003257,STR025,,,,,100.0,,WH3,SUP16,,,,,156.21,868.35,,invalid_ts,,ERP
INV006775,,,,49.0,18.0,,74.0,,,OUT,,2024-11-25,B263,883.87,809.62,,invalid_ts,,WMS
INV005823,STR014,PRD1190,97.0,,10.0,75.0,,WH3,,AVAILABLE,invalid_date,invalid_date,,152.91,614.77,Y,invalid_ts,invalid_date,WMS
INV005463,,PRD1003,275.0,26.0,1.0,87.0,51.0,WH5,SUP77,,2025-08-04,invalid_date,B316,132.81,,Y,invalid_ts,,
INV002045,STR024,PRD1132,285.0,,8.0,95.0,28.0,WH5,SUP172,,,,,493.74,1013.74,,invalid_ts,invalid_date,ERP
INV006039,,,303.0,26.0,11.0,26.0,,,,AVAILABLE,invalid_date,invalid_date,,,,N,2025-08-24 00:00:00,invalid_date,ERP
INV006384,,,,9.0,11.0,11.0,,WH4,SUP166,,invalid_date,invalid_date,,,,N,,,ERP
INV000295,STR030,PRD1045,,,,99.0,,WH5,SUP91,,,,,333.94,2382.79,Y,2025-05-22 00:00:00,,
INV000898,STR029,PRD1119,375.0,21.0,1.0,,37.0,,SUP161,LOW,invalid_date,invalid_date,B100,674.26,,N,2024-11-29 00:00:00,2025-02-16,WMS
INV002728,STR001,,,,,100.0,,WH2,SUP113,LOW,invalid_date,2025-08-11,,795.64,,,,invalid_date,WMS
INV000692,,PRD1084,33.0,21.0,4.0,,74.0,WH3,,,,2024-09-30,,972.83,,,invalid_ts,2024-02-07,
INV005875,,PRD1114,-10.0,38.0,,98.0,64.0,WH4,SUP82,LOW,,invalid_date,,968.95,,N,,,WMS
INV004378,,,-10.0,,,,37.0,WH2,SUP113,,2024-11-12,invalid_date,B99,,,,,,
INV002808,,,216.0,40.0,,33.0,25.0,,,OUT,,2025-08-12,B477,647.71,,N,2024-11-26 00:00:00,invalid_date,WMS
INV000267,,PRD1052,,23.0,,73.0,,WH5,,,,,B295,371.54,1834.3,N,,,WMS
INV001727,STR001,,,,20.0,79.0,,WH2,SUP144,OUT,,2024-03-26,B391,602.38,452.11,,,,
INV006327,STR019,,-10.0,,,52.0,,,SUP188,AVAILABLE,,2025-03-24,,890.92,,Y,,,WMS
INV002239,,PRD1038,-10.0,,,,,WH1,SUP13,,,,,,,Y,2024-04-15 00:00:00,invalid_date,ERP
