order_id,customer_id,product_id,order_qty,order_value,order_status,payment_mode,delivery_city,delivery_state,delivery_country,shipping_fee,discount,tax,coupon_code,return_flag,return_reason,order_ts,delivery_date,load_date,source_system
ORD000977,,,2.0,1669.93,SHIPPED,CARD,Christchurch,South,NZ,,281.0,167.83,DISC20,Y,,invalid_ts,2025-07-04,invalid_date,
ORD002288,CUST01668,PRD1107,1.0,,CANCELLED,UPI,,,AU,,112.15,,,,,invalid_ts,,2024-09-24,ECOM
ORD006408,,,-1.0,3032.64,PLACED,NETBANKING,Auckland,North,AU,,47.8,127.85,,Y,DELAY,invalid_ts,invalid_date,invalid_date,
ORD002725,,PRD1071,-1.0,,DELIVERED,CARD,,,AU,,242.88,159.36,SAVE10,,DAMAGED,invalid_ts,invalid_date,,ECOM
ORD001391,,,2.0,,CANCELLED,CARD,Christchurch,South,AU,87.87,,33.8,SAVE10,N,DAMAGED,,invalid_date,invalid_date,APP
ORD002280,CUST03052,PRD1024,,,SHIPPED,NETBANKING,Auckland,North,AU,,,56.2,,N,DAMAGED,invalid_ts,2024-12-25,,ECOM
ORD003670,,,-1.0,4301.39,SHIPPED,NETBANKING,Auckland,South,NZ,129.97,,209.23,,Y,DELAY,invalid_ts,2025-10-21,invalid_date,
ORD006915,,PRD1128,-1.0,,SHIPPED,UPI,,South,,,,154.28,DISC20,,DAMAGED,,,invalid_date,
ORD007818,,PRD1109,2.0,,CANCELLED,NETBANKING,Auckland,North,,83.25,106.16,225.93,DISC20,N,DAMAGED,2024-02-22 00:00:00,2025-02-09,2024-09-24,APP
ORD001945,CUST04274,,1.0,1327.93,SHIPPED,,Auckland,North,NZ,19.95,115.54,,SAVE10,,DAMAGED,invalid_ts,invalid_date,2025-02-22,APP
ORD003386,CUST00254,PRD1023,,4406.65,PLACED,,,North,NZ,4.09,,291.69,,,DAMAGED,,2025-08-15,,
ORD007455,CUST01722,,,,PLACED,UPI,,South,,16.49,9.62,,SAVE10,N,DAMAGED,2025-10-20 00:00:00,,,ECOM
ORD001232,CUST03217,,,3033.1,DELIVERED,UPI,Auckland,,,,109.6,129.72,DISC20,N,DELAY,,,invalid_date,ECOM
ORD005264,CUST00559,,,,PLACED,,Auckland,North,AU,,224.09,78.2,SAVE10,,,2025-07-15 00:00:00,,,ECOM
ORD003712,,PRD1157,,,SHIPPED,,Christchurch,North,,47.31,,31.96,,Y,,invalid_ts,,invalid_date,ECOM
ORD001012,CUST04527,,,1320.47,SHIPPED,NETBANKING,,South,NZ,125.35,,,,N,DELAY,2025-01-09 00:00:00,invalid_date,,
ORD007880,,PRD1111,5.0,,SHIPPED,CARD,Wellington,South,AU,,88.63,245.34,DISC20,Y,DAMAGED,2025-01-28 00:00:00,,2025-04-14,APP
ORD002741,CUST01863,PRD1118,1.0,,SHIPPED,NETBANKING,Auckland,North,,,11.04,,SAVE10,N,DELAY,2024-04-20 00:00:00,,,APP
ORD003062,CUST04743,PRD1045,-1.0,,DELIVERED,UPI,,North,AU,,54.26,292.67,DISC20,,DAMAGED,,,,
ORD002793,,,-1.0,697.12,DELIVERED,,Auckland,North,NZ,196.58,245.7,,SAVE10,Y,DAMAGED,,,2025-08-09,APP
ORD001555,CUST02804,,2.0,,DELIVERED,,,,AU,,,,DISC20,N,DAMAGED,2024-10-29 00:00:00,2025-03-02,invalid_date,APP
ORD007619,CUST02095,,,,SHIPPED,,Auckland,North,AU,,,74.95,DISC20,N,,invalid_ts,2025-02-14,invalid_date,ECOM
ORD007751,,PRD1022,-1.0,1592.48,SHIPPED,CARD,,North,,,,,DISC20,N,DELAY,2024-11-27 00:00:00,,invalid_date,APP
ORD003395,,PRD1031,3.0,,PLACED,CARD,,North,NZ,196.37,,,SAVE10,N,,2024-08-30 00:00:00,,invalid_date,ECOM
ORD004449,CUST02776,PRD1037,5.0,,DELIVERED,,Wellington,North,,,,,SAVE10,Y,,2025-03-13 00:00:00,,2025-03-06,ECOM
ORD005390,CUST04205,PRD1155,-1.0,3145.64,CANCELLED,CARD,,North,NZ,56.45,,,DISC20,Y,,invalid_ts,2025-03-25,2024-12-31,
ORD005894,CUST02792,PRD1162,4.0,,,,Auckland,North,,20.53,,139.67,DISC20,Y,,invalid_ts,invalid_date,,
ORD002616,,,-1.0,4874.42,CANCELLED,NETBANKING,Christchurch,North,NZ,91.68,,234.14,DISC20,Y,DELAY,2025-07-15 00:00:00,,invalid_date,
ORD002895,CUST02285,PRD1182,-1.0,3828.51,PLACED,UPI,Auckland,North,AU,,,,DISC20,Y,DAMAGED,2025-06-08 00:00:00,invalid_date,2024-03-23,APP
ORD007122,,PRD1022,-1.0,,CANCELLED,NETBANKING,,,NZ,17.7,43.26,125.19,,Y,DELAY,invalid_ts,,invalid_date,APP
ORD001089,,PRD1130,-1.0,1260.33,SHIPPED,CARD,Christchurch,North,,,,117.55,SAVE10,N,DELAY,,2025-10-13,,ECOM
ORD002193,CUST02902,,1.0,,SHIPPED,UPI,Christchurch,North,AU,28.08,,243.67,DISC20,Y,,invalid_ts,invalid_date,,
ORD003442,,,3.0,,PLACED,CARD,Christchurch,North,NZ,24.46,250.77,,SAVE10,,,2024-07-14 00:00:00,invalid_date,,APP
ORD001277,CUST01633,PRD1077,2.0,,CANCELLED,,Auckland,North,,47.97,127.64,,DISC20,Y,,invalid_ts,invalid_date,,
ORD002019,CUST00081,,5.0,1895.74,PLACED,NETBANKING,Wellington,North,AU,,137.86,,SAVE10,Y,DELAY,invalid_ts,invalid_date,invalid_date,
ORD002246,,,,1361.09,PLACED,UPI,Christchurch,North,AU,,,,SAVE10,Y,,invalid_ts,invalid_date,,APP
ORD005333,,,1.0,1006.72,CANCELLED,UPI,Wellington,North,AU,37.31,158.02,188.23,SAVE10,Y,,invalid_ts,,invalid_date,ECOM
ORD003993,CUST00115,,-1.0,3988.93,CANCELLED,UPI,Auckland,South,AU,,180.11,,DISC20,,DAMAGED,2024-07-26 00:00:00,,invalid_date,APP
ORD006335,,,,,SHIPPED,NETBANKING,Wellington,South,AU,111.37,252.97,44.0,SAVE10,,DELAY,,invalid_date,,
ORD001957,,PRD1043,,,CANCELLED,UPI,Christchurch,South,,109.21,,,SAVE10,Y,DELAY,invalid_ts,invalid_date,2024-12-01,
ORD002326,,,4.0,,,UPI,,South,,,125.9,239.01,,N,,invalid_ts,,2024-07-13,APP
ORD001707,CUST01419,,,4017.31,PLACED,,Christchurch,,AU,80.93,,94.89,,N,,invalid_ts,invalid_date,invalid_date,APP
ORD000203,CUST01843,PRD1115,-1.0,2688.55,DELIVERED,,Auckland,,NZ,,,,,Y,DAMAGED,invalid_ts,invalid_date,2024-03-14,ECOM
ORD006259,CUST01984,PRD1143,2.0,,PLACED,CARD,Christchurch,North,AU,,,,SAVE10,,DELAY,,invalid_date,,ECOM
ORD004742,,PRD1123,1.0,2461.15,,NETBANKING,Wellington,South,AU,,,81.48,SAVE10,N,DAMAGED,invalid_ts,invalid_date,2024-11-09,APP
ORD007182,CUST00438,PRD1013,2.0,,CANCELLED,CARD,Wellington,South,AU,,,114.79,DISC20,,DELAY,invalid_ts,invalid_date,,
ORD005846,,,,2395.3,PLACED,,Auckland,South,,197.5,,,SAVE10,N,DAMAGED,2025-07-24 00:00:00,invalid_date,2024-01-29,
ORD001079,CUST02776,PRD1134,3.0,,SHIPPED,NETBANKING,,South,NZ,0.44,,,,Y,DELAY,,2024-05-10,,ECOM
ORD007312,,,-1.0,,DELIVERED,UPI,Christchurch,North,AU,155.68,210.18,286.06,SAVE10,N,,2024-07-27 00:00:00,invalid_date,invalid_date,APP
ORD002756,CUST00939,PRD1110,4.0,,,NETBANKING,Auckland,North,AU,,273.55,236.94,SAVE10,Y,DELAY,,2025-05-10,2024-04-29,
ORD001985,CUST03163,,,,CANCELLED,UPI,,,AU,41.91,,,SAVE10,,,,invalid_date,,
ORD005917,CUST03156,PRD1053,-1.0,,CANCELLED,,Christchurch,North,NZ,,,207.53,,Y,DAMAGED,,2024-05-16,,ECOM
ORD003884,CUST02274,PRD1026,-1.0,,,,,North,AU,158.94,,,SAVE10,,,,2025-06-13,,APP
ORD001206,,,-1.0,,PLACED,CARD,Auckland,,,,139.16,,DISC20,Y,DELAY,,,,ECOM
ORD000262,CUST04794,,5.0,1399.82,SHIPPED,,,South,,41.21,284.42,292.01,DISC20,N,DAMAGED,2024-09-29 00:00:00,invalid_date,2025-09-27,ECOM
ORD004919,CUST01043,,-1.0,,DELIVERED,NETBANKING,Christchurch,,,197.77,,19.39,SAVE10,,DELAY,,invalid_date,,ECOM
ORD004869,CUST03937,PRD1077,4.0,1897.98,SHIPPED,NETBANKING,Wellington,,AU,8.18,,132.34,,Y,DAMAGED,,invalid_date,,ECOM
ORD007995,CUST00063,PRD1066,-1.0,,CANCELLED,CARD,Wellington,,NZ,21.92,115.86,,,Y,DAMAGED,,,,APP
ORD004816,CUST00113,,2.0,,PLACED,NETBANKING,,South,AU,161.07,280.0,,SAVE10,N,DAMAGED,,,invalid_date,
ORD006387,CUST03188,,-1.0,835.1,,UPI,Christchurch,South,NZ,,152.61,,DISC20,Y,,invalid_ts,,invalid_date,APP
ORD005319,,PRD1155,-1.0,4265.28,,UPI,Wellington,South,NZ,56.93,258.55,,,,DELAY,,2024-10-30,,ECOM
ORD000708,CUST02276,PRD1009,,4880.57,DELIVERED,NETBANKING,,,,,141.52,290.09,,,DAMAGED,invalid_ts,,2025-09-07,ECOM
ORD002900,,PRD1045,,,DELIVERED,,Auckland,South,NZ,110.24,202.85,150.24,,Y,DELAY,2025-01-08 00:00:00,invalid_date,2024-07-15,
ORD002176,CUST03730,,-1.0,1476.81,CANCELLED,NETBANKING,Wellington,South,,,249.96,281.12,DISC20,,DELAY,,2025-06-29,,APP
ORD001139,CUST03648,,-1.0,,,,Christchurch,North,AU,,39.31,179.08,,Y,DELAY,2025-03-15 00:00:00,2024-05-29,2024-01-08,ECOM
ORD005384,,PRD1192,3.0,,DELIVERED,,Auckland,,AU,,58.92,,SAVE10,Y,,,,invalid_date,
ORD003918,CUST03878,PRD1063,-1.0,1541.67,SHIPPED,UPI,Auckland,,NZ,,43.51,234.58,DISC20,N,DAMAGED,,,,
ORD000736,,PRD1173,-1.0,4930.92,,UPI,Christchurch,North,,144.64,40.25,,SAVE10,,,invalid_ts,,2024-01-11,APP
ORD007629,,PRD1104,,3240.15,PLACED,UPI,Christchurch,North,,,294.42,9.44,,Y,DELAY,,,,ECOM
ORD003598,,,-1.0,,SHIPPED,,Christchurch,South,AU,,,,SAVE10,N,DAMAGED,2025-06-01 00:00:00,2024-05-09,,APP
ORD007362,CUST03892,,5.0,1080.59,DELIVERED,NETBANKING,,,AU,112.34,94.31,64.83,,N,DELAY,invalid_ts,invalid_date,invalid_date,ECOM
ORD004970,CUST02392,,,487.2,PLACED,,Christchurch,,,,,,SAVE10,Y,DELAY,,invalid_date,,ECOM
ORD004851,CUST04956,PRD1156,5.0,,SHIPPED,NETBANKING,,North,NZ,120.54,209.86,,DISC20,N,,,invalid_date,,APP
ORD007953,,,4.0,3515.31,DELIVERED,UPI,Auckland,,,,,,,,DELAY,2024-05-26 00:00:00,,invalid_date,
ORD004269,,,,3531.29,PLACED,,,South,,,277.41,253.06,,Y,DAMAGED,2025-07-06 00:00:00,,2025-08-05,ECOM
ORD004249,CUST00668,,3.0,554.7,,CARD,Auckland,,,,224.92,34.46,DISC20,N,DAMAGED,,,,
ORD006269,CUST02508,PRD1185,3.0,,CANCELLED,UPI,Auckland,,AU,163.68,,130.65,DISC20,N,DELAY,invalid_ts,invalid_date,2025-01-27,
ORD004462,CUST01493,PRD1018,4.0,4539.26,SHIPPED,NETBANKING,Auckland,North,NZ,123.83,,,SAVE10,N,DAMAGED,2024-11-20 00:00:00,2025-03-11,,ECOM
ORD001333,CUST04395,,5.0,,,UPI,Auckland,North,AU,94.92,138.46,88.25,DISC20,Y,DAMAGED,,2025-02-22,2025-05-23,
ORD000373,CUST00080,PRD1032,-1.0,501.61,DELIVERED,,Wellington,South,,70.71,70.35,179.22,,Y,,invalid_ts,,2024-11-14,APP
ORD003808,CUST02958,,,,SHIPPED,CARD,Christchurch,North,NZ,,181.0,,SAVE10,Y,,invalid_ts,2024-10-17,invalid_date,APP
ORD000552,CUST00006,PRD1098,4.0,3336.15,,CARD,Wellington,North,AU,,151.67,,DISC20,N,,2024-01-17 00:00:00,2024-06-22,invalid_date,ECOM
ORD004071,CUST03473,PRD1098,3.0,,SHIPPED,CARD,Christchurch,,,92.04,,250.45,DISC20,,,invalid_ts,,,APP
ORD002814,,PRD1185,3.0,,PLACED,NETBANKING,,South,AU,151.98,,,,N,DAMAGED,2024-08-17 00:00:00,invalid_date,,
ORD002159,,PRD1153,-1.0,1664.16,,UPI,Wellington,,,159.85,,,,N,,invalid_ts,,,APP
ORD005066,CUST01371,PRD1200,-1.0,,,NETBANKING,Christchurch,,AU,,,180.51,,,,,invalid_date,invalid_date,APP
ORD006301,,PRD1155,-1.0,,DELIVERED,UPI,,North,AU,57.16,252.64,,DISC20,Y,,invalid_ts,invalid_date,,
ORD001520,,PRD1067,3.0,3426.89,DELIVERED,CARD,Auckland,,NZ,74.63,267.72,186.19,,N,DAMAGED,,,invalid_date,ECOM
ORD004169,,,4.0,,DELIVERED,CARD,Auckland,South,,,299.33,,,N,DELAY,invalid_ts,,invalid_date,APP
ORD006250,CUST03410,PRD1162,,1223.6,SHIPPED,,Christchurch,North,NZ,,,,,N,,2025-07-14 00:00:00,invalid_date,invalid_date,
ORD001354,,PRD1144,4.0,2370.05,DELIVERED,UPI,Wellington,South,NZ,,,228.69,SAVE10,,,2025-06-24 00:00:00,,invalid_date,APP
ORD003592,,PRD1196,,,SHIPPED,NETBANKING,Wellington,,,,,,,N,DAMAGED,2024-07-24 00:00:00,,2024-03-29,
ORD006721,,PRD1012,-1.0,,DELIVERED,,,,NZ,,,,SAVE10,,,invalid_ts,invalid_date,invalid_date,APP
ORD005970,CUST04478,PRD1194,,,PLACED,UPI,Auckland,South,AU,,153.74,,DISC20,N,,2025-01-19 00:00:00,,invalid_date,APP
ORD006199,,PRD1195,-1.0,,SHIPPED,,Wellington,,NZ,,140.95,192.46,SAVE10,N,DAMAGED,invalid_ts,,2024-06-07,ECOM
ORD003495,CUST04948,,3.0,493.06,DELIVERED,CARD,,,,16.45,166.26,234.13,,,DELAY,,2025-08-01,,
ORD003532,,,,,SHIPPED,CARD,Auckland,South,AU,,279.47,,DISC20,N,DAMAGED,invalid_ts,2024-02-05,invalid_date,ECOM
ORD001434,CUST01310,,-1.0,1377.68,SHIPPED,UPI,Christchurch,North,,105.63,,268.82,DISC20,,DAMAGED,2025-11-26 00:00:00,invalid_date,2024-04-06,
ORD006209,,PRD1199,1.0,2886.11,CANCELLED,CARD,Wellington,,NZ,,98.88,,DISC20,N,DAMAGED,2025-06-14 00:00:00,invalid_date,,APP
ORD000383,CUST00937,PRD1089,,,CANCELLED,UPI,Christchurch,,NZ,,,,SAVE10,N,,,2024-12-19,,
ORD007214,CUST00163,,-1.0,3039.48,,NETBANKING,Wellington,,AU,,,81.73,SAVE10,Y,DELAY,2025-03-21 00:00:00,2024-03-15,2024-04-25,
ORD000695,CUST00695,,,,,NETBANKING,,North,,92.78,,,DISC20,Y,DELAY,,invalid_date,2024-05-16,ECOM
ORD002949,,,-1.0,,DELIVERED,NETBANKING,Christchurch,,,,,,SAVE10,,,,2024-02-19,2024-03-20,APP
ORD006822,,PRD1088,-1.0,,,UPI,Christchurch,North,,,216.63,,DISC20,Y,DAMAGED,2025-01-27 00:00:00,,,ECOM
ORD006058,CUST01436,,-1.0,,DELIVERED,CARD,Wellington,South,,120.01,,200.23,SAVE10,N,DAMAGED,2024-01-01 00:00:00,,2025-06-28,ECOM
ORD005856,CUST04949,PRD1081,,,DELIVERED,NETBANKING,Christchurch,North,,85.52,,,,N,DELAY,invalid_ts,2025-06-03,invalid_date,APP
ORD000293,,PRD1103,-1.0,,,,Auckland,North,AU,42.34,52.93,236.39,DISC20,Y,DAMAGED,2025-11-30 00:00:00,2024-02-06,,APP
ORD002940,CUST02083,,-1.0,,DELIVERED,CARD,,North,,,159.87,251.33,DISC20,N,DAMAGED,invalid_ts,,,ECOM
ORD004423,CUST03361,,,,DELIVERED,NETBANKING,Auckland,North,AU,105.5,,59.2,,N,DAMAGED,2025-10-17 00:00:00,,2024-10-23,APP
ORD007343,,PRD1180,-1.0,,,,Christchurch,South,,147.45,185.41,180.7,,N,,invalid_ts,,2025-06-12,ECOM
ORD001249,,PRD1023,4.0,,PLACED,,,,,,198.76,274.11,DISC20,N,DAMAGED,2025-10-20 00:00:00,2024-08-25,,
ORD003890,CUST03657,PRD1070,,,PLACED,UPI,Auckland,North,NZ,111.46,,62.45,,N,,,,invalid_date,APP
ORD006895,,PRD1151,,4238.15,,,Wellington,,,60.4,47.71,194.26,,,DAMAGED,2024-04-05 00:00:00,2025-11-16,2024-11-11,APP
ORD002641,CUST01573,PRD1181,,3379.64,CANCELLED,,Wellington,,NZ,,,,SAVE10,Y,DAMAGED,,,,ECOM
ORD006214,CUST04478,PRD1130,,,SHIPPED,,Christchurch,South,AU,,,,SAVE10,N,,2025-07-02 00:00:00,2025-06-07,,APP
ORD006251,,PRD1195,,3412.82,,CARD,Christchurch,,NZ,162.73,,,SAVE10,N,DAMAGED,invalid_ts,2025-08-26,2024-07-22,APP
ORD002369,CUST02330,,2.0,2175.19,CANCELLED,NETBANKING,Christchurch,,,186.71,88.86,168.77,DISC20,Y,DELAY,2024-08-13 00:00:00,invalid_date,2024-05-24,
ORD003942,CUST03086,,-1.0,1704.68,,CARD,Wellington,,AU,21.59,34.72,38.3,,N,DELAY,invalid_ts,invalid_date,invalid_date,
ORD006974,CUST02975,,3.0,3466.88,DELIVERED,NETBANKING,Wellington,North,,141.62,183.4,184.66,,N,DAMAGED,invalid_ts,2025-10-16,invalid_date,APP
ORD006319,CUST04086,PRD1170,1.0,2155.71,,CARD,Wellington,South,NZ,,,58.69,,N,DELAY,,2024-10-31,invalid_date,
ORD002047,,PRD1124,,4882.71,PLACED,NETBANKING,,South,NZ,,,229.95,DISC20,Y,DELAY,2025-08-06 00:00:00,invalid_date,,APP
ORD003659,CUST02415,,,752.84,SHIPPED,,,,,104.78,,,SAVE10,Y,DAMAGED,2025-09-04 00:00:00,invalid_date,2025-11-09,ECOM
ORD006747,,,,,,UPI,,,,108.08,,43.2,SAVE10,,,2024-09-27 00:00:00,,2024-11-05,APP
ORD001896,,PRD1086,-1.0,407.46,SHIPPED,CARD,Auckland,,,0.87,,275.42,SAVE10,N,,2024-12-25 00:00:00,invalid_date,,
ORD003290,,,2.0,,CANCELLED,,Christchurch,South,AU,,247.45,295.26,,Y,DAMAGED,invalid_ts,,invalid_date,ECOM
ORD007100,CUST01394,PRD1107,-1.0,,,CARD,Auckland,North,NZ,,,,DISC20,N,DAMAGED,2025-08-13 00:00:00,invalid_date,,APP
ORD006379,CUST00762,PRD1108,4.0,2671.82,SHIPPED,UPI,Auckland,South,AU,124.66,39.83,,SAVE10,N,DELAY,,invalid_date,2025-06-24,APP
ORD007060,CUST01381,,,2100.92,,,Wellington,North,AU,84.72,,,SAVE10,N,DAMAGED,,2024-06-29,2025-04-26,ECOM
ORD000053,CUST04816,PRD1156,,,SHIPPED,UPI,Wellington,South,NZ,,87.19,97.92,SAVE10,Y,DAMAGED,invalid_ts,2025-04-21,,ECOM
ORD006053,CUST00773,,5.0,4205.21,SHIPPED,CARD,Christchurch,South,NZ,85.12,73.87,41.91,,N,,2025-11-30 00:00:00,invalid_date,invalid_date,APP
ORD000154,CUST01625,,,1776.18,,,Auckland,,NZ,,,,DISC20,Y,DAMAGED,,invalid_date,2024-05-31,
ORD005348,CUST03831,PRD1167,,,DELIVERED,NETBANKING,Auckland,,AU,25.48,69.57,,DISC20,N,,,invalid_date,,
ORD000220,,,,1928.87,SHIPPED,NETBANKING,Auckland,,AU,,,,,,,invalid_ts,2024-11-07,,APP
ORD004863,,PRD1068,3.0,2260.32,,CARD,,North,NZ,115.7,,,,Y,DELAY,2025-04-03 00:00:00,invalid_date,,ECOM
ORD001838,CUST02394,PRD1188,,2091.44,PLACED,,,North,AU,187.78,255.6,,DISC20,N,DELAY,invalid_ts,,invalid_date,
ORD006264,CUST00345,PRD1140,-1.0,1731.62,SHIPPED,,Auckland,,NZ,73.84,205.87,13.18,SAVE10,N,DAMAGED,,,invalid_date,ECOM
ORD007304,CUST02457,,2.0,4857.97,CANCELLED,,,South,,,,,DISC20,,DAMAGED,2024-04-18 00:00:00,2025-04-21,,ECOM
ORD006504,,,5.0,,PLACED,CARD,Wellington,,NZ,196.74,,262.18,DISC20,,DAMAGED,,invalid_date,2025-09-22,APP
ORD006196,,,,,CANCELLED,,Wellington,South,,115.03,,253.54,SAVE10,Y,,2025-08-10 00:00:00,invalid_date,invalid_date,
ORD002628,,,4.0,,CANCELLED,NETBANKING,Christchurch,,AU,70.72,,17.59,SAVE10,,DAMAGED,invalid_ts,invalid_date,invalid_date,ECOM
ORD003476,,PRD1168,,,DELIVERED,UPI,Wellington,North,NZ,172.08,,,SAVE10,N,DELAY,invalid_ts,invalid_date,invalid_date,
ORD003153,,,-1.0,,PLACED,NETBANKING,Christchurch,North,,190.04,,,SAVE10,Y,DAMAGED,2024-02-18 00:00:00,invalid_date,,ECOM
ORD002858,,PRD1079,-1.0,925.79,CANCELLED,UPI,,North,NZ,,,105.72,DISC20,,,,,invalid_date,APP
ORD002180,CUST03165,,,2978.11,PLACED,UPI,Wellington,,NZ,150.93,223.16,126.64,,,,invalid_ts,,,APP
ORD001439,,,,820.84,CANCELLED,,,,NZ,181.0,,184.22,,N,DAMAGED,2025-09-08 00:00:00,,2024-08-03,APP
ORD001794,,,,,PLACED,,Auckland,North,AU,42.69,161.26,,SAVE10,N,,,,2024-12-18,APP
ORD005280,CUST03934,,-1.0,3592.95,PLACED,NETBANKING,,North,,79.76,139.11,188.97,DISC20,Y,DAMAGED,2025-03-21 00:00:00,2024-02-29,invalid_date,APP
ORD003309,,,1.0,,CANCELLED,,Christchurch,North,NZ,,274.92,,DISC20,N,,,invalid_date,invalid_date,
ORD003250,CUST02896,PRD1169,,,DELIVERED,,Wellington,South,AU,79.33,,,DISC20,N,DELAY,,invalid_date,,APP
ORD005455,CUST03084,,-1.0,3035.33,,,Auckland,,NZ,,,,SAVE10,Y,DELAY,2025-04-19 00:00:00,2024-05-01,,APP
ORD006540,,PRD1074,2.0,,PLACED,UPI,Auckland,North,,95.72,,124.63,SAVE10,,DAMAGED,,invalid_date,,
ORD007196,CUST00372,,,334.37,CANCELLED,NETBANKING,Wellington,North,AU,,,116.23,DISC20,Y,DELAY,,,invalid_date,ECOM
ORD007591,,,-1.0,228.48,PLACED,,,North,AU,,,,,N,,invalid_ts,2025-09-15,2025-10-15,ECOM
ORD005623,CUST03627,PRD1053,,441.24,PLACED,UPI,,North,NZ,128.35,241.08,38.42,,,,2024-01-13 00:00:00,,,APP
ORD003520,CUST00483,,-1.0,,CANCELLED,NETBANKING,,North,,46.17,110.03,114.72,SAVE10,Y,,invalid_ts,invalid_date,,ECOM
ORD004821,CUST03980,PRD1197,-1.0,1035.45,SHIPPED,CARD,Christchurch,North,NZ,135.95,212.06,221.73,DISC20,N,DAMAGED,,invalid_date,,
ORD001941,,PRD1140,-1.0,1330.88,PLACED,CARD,Wellington,,,,,163.1,,,DAMAGED,2025-05-26 00:00:00,2024-06-08,,
ORD000713,CUST02709,PRD1144,,,,NETBANKING,,South,NZ,,157.05,215.12,DISC20,,DAMAGED,,invalid_date,2025-11-30,ECOM
ORD007052,,PRD1019,-1.0,,,CARD,Wellington,South,NZ,77.72,,51.37,DISC20,Y,,,2025-04-01,,APP
ORD006540,,PRD1064,-1.0,3864.5,CANCELLED,CARD,Auckland,North,NZ,,,,DISC20,Y,DELAY,2024-12-17 00:00:00,,invalid_date,ECOM
ORD000648,,PRD1071,,3367.47,DELIVERED,NETBANKING,,South,,173.54,,,,,,invalid_ts,2025-01-28,invalid_date,
ORD007509,,,-1.0,4840.52,CANCELLED,,Wellington,North,AU,179.78,,17.39,SAVE10,N,DAMAGED,2024-08-16 00:00:00,2025-03-19,2025-05-28,
ORD002046,CUST01079,PRD1169,,,,UPI,,South,,29.86,,11.39,SAVE10,Y,,2025-06-04 00:00:00,,,ECOM
ORD007500,,,,2242.42,SHIPPED,UPI,Christchurch,North,NZ,,158.85,,DISC20,,DAMAGED,2025-02-15 00:00:00,invalid_date,,
ORD004068,CUST02256,,-1.0,2918.5,CANCELLED,UPI,Christchurch,North,NZ,,,,DISC20,N,DELAY,2024-01-05 00:00:00,invalid_date,,APP
ORD000642,,,-1.0,,,UPI,Wellington,North,,49.78,18.17,193.18,SAVE10,Y,DELAY,2024-11-01 00:00:00,invalid_date,invalid_date,APP
ORD007218,,PRD1146,3.0,2358.35,DELIVERED,NETBANKING,Wellington,,AU,,293.93,105.18,DISC20,,DAMAGED,,,2024-03-06,ECOM
ORD005377,,,2.0,1646.83,,UPI,Christchurch,South,,136.95,,,SAVE10,Y,DAMAGED,,2024-05-12,2024-06-12,APP
ORD002860,CUST03659,PRD1052,,,DELIVERED,,Wellington,North,AU,174.93,,30.76,SAVE10,Y,DELAY,,2025-07-05,invalid_date,
ORD001238,,,5.0,4836.69,CANCELLED,UPI,,South,,,167.65,68.94,SAVE10,N,,invalid_ts,invalid_date,invalid_date,
ORD003065,CUST00030,PRD1140,-1.0,,DELIVERED,NETBANKING,Wellington,North,NZ,94.47,,18.3,DISC20,Y,DELAY,,invalid_date,2024-02-18,APP
ORD005819,,,,,CANCELLED,NETBANKING,Christchurch,South,NZ,139.66,72.44,211.19,SAVE10,Y,,invalid_ts,2025-07-09,invalid_date,APP
ORD007176,CUST03369,PRD1076,4.0,4297.01,SHIPPED,,Christchurch,,NZ,,,,SAVE10,Y,DELAY,invalid_ts,,2025-09-13,ECOM
ORD001983,,,-1.0,,PLACED,NETBANKING,Christchurch,,AU,75.64,279.03,,,Y,,,invalid_date,invalid_date,APP
ORD003224,CUST00630,,-1.0,,CANCELLED,CARD,Wellington,South,,148.33,281.31,30.94,,Y,DAMAGED,2024-05-17 00:00:00,invalid_date,,APP
ORD006990,,PRD1177,-1.0,,,UPI,Wellington,,AU,,,,,Y,DAMAGED,invalid_ts,invalid_date,,
ORD005463,,,-1.0,4344.12,PLACED,CARD,,North,NZ,,,85.65,DISC20,,DELAY,,,2024-03-08,APP
ORD001893,,PRD1026,3.0,2935.02,CANCELLED,CARD,Christchurch,South,NZ,188.69,209.52,,,N,DELAY,2025-03-04 00:00:00,,invalid_date,
ORD001952,,PRD1068,3.0,,DELIVERED,,Wellington,South,NZ,,101.96,234.93,DISC20,,DAMAGED,invalid_ts,,2024-11-18,ECOM
ORD004213,CUST02586,PRD1019,-1.0,,,,,North,,63.75,,45.17,SAVE10,Y,,2025-07-10 00:00:00,,invalid_date,ECOM
ORD002205,CUST02583,PRD1180,3.0,,,,Christchurch,South,AU,119.87,80.06,,,Y,DELAY,2025-10-24 00:00:00,,,APP
ORD004064,CUST03962,PRD1038,,,,UPI,,North,AU,100.64,,247.43,SAVE10,Y,DAMAGED,invalid_ts,invalid_date,,APP
ORD000084,CUST02576,,-1.0,1645.75,CANCELLED,UPI,Wellington,,AU,105.88,275.22,,,,DELAY,,invalid_date,invalid_date,ECOM
ORD001462,,PRD1095,-1.0,,CANCELLED,NETBANKING,,South,AU,,204.87,,DISC20,Y,DELAY,,,invalid_date,APP
ORD002806,,PRD1027,,,SHIPPED,NETBANKING,Christchurch,,,,219.19,,DISC20,,DELAY,,,2025-02-16,APP
