store_id,store_name,city,state,country,store_type,manager_id,open_date,close_date,store_size_sqft,no_of_staff,rent_cost,revenue_target,is_active,renovation_flag,last_renovation_date,latitude,longitude,load_date,source_system
STR009,Store_6170,Hamilton,,AU,,,,2025-04-02,6545.0,26.0,41066.8,,,,2025-09-11,46.041252,-138.552111,invalid_date,CRM
STR014,Store_6171,Hamilton,South,AU,Physical,MGR238,,invalid_date,,47.0,12594.78,,,Y,,20.385575,128.132422,2025-01-29,ERP
STR020,,,South,,,MGR255,2024-09-30,,,,30308.8,123748.19,,Y,invalid_date,,124.314016,,
STR010,,Christchurch,South,,,MGR337,invalid_date,,2882.0,17.0,,,Y,Y,2025-06-30,,,invalid_date,CRM
STR013,Store_6174,Auckland,,NZ,,MGR108,,invalid_date,2728.0,16.0,21239.12,,N,,2024-05-01,,,2024-09-12,ERP
STR009,Store_6175,,North,AU,,MGR445,,2024-01-23,,,,,Y,N,invalid_date,,-24.194505,2024-12-07,
STR004,,Christchurch,North,AU,Physical,MGR312,,2024-09-25,,,4317.06,431032.2,Y,Y,,,,,ERP
STR014,Store_6177,,,AU,Ecommerce,,2025-06-21,invalid_date,,,,,,N,,-26.57754,-54.129681,2024-02-15,CRM
STR030,,Christchurch,North,NZ,,,invalid_date,,,34.0,,,Y,N,2025-02-09,-79.074906,-59.828661,invalid_date,ERP
STR029,,Wellington,North,AU,Ecommerce,,2024-06-15,invalid_date,1742.0,18.0,30831.19,247948.25,N,Y,,-16.307131,11.652861,2025-05-28,CRM
STR013,,Hamilton,,AU,Ecommerce,,,,4800.0,5.0,,,Y,N,2025-04-20,,-179.542774,,ERP
STR019,Store_6181,Christchurch,South,,Physical,MGR483,invalid_date,2024-02-14,6149.0,,16375.6,,N,Y,invalid_date,-27.68489,,2025-02-08,
STR028,Store_6182,Wellington,,NZ,Ecommerce,MGR179,2025-06-17,invalid_date,2071.0,35.0,40412.23,,Y,Y,invalid_date,,,,CRM
STR026,Store_6183,Wellington,North,,Physical,MGR152,invalid_date,invalid_date,,33.0,44191.07,113238.4,,Y,2024-01-27,55.443018,,invalid_date,ERP
STR029,,,South,AU,Ecommerce,,,invalid_date,,48.0,,,N,,,,-147.615749,2025-05-25,
STR004,Store_6185,Hamilton,,AU,Physical,MGR54,,2025-11-28,1020.0,,,384112.6,,N,,,,invalid_date,
STR007,Store_6186,Wellington,,NZ,Ecommerce,MGR328,invalid_date,2024-04-23,,29.0,,,N,Y,invalid_date,11.394322,,,
STR029,Store_6187,Wellington,,AU,Ecommerce,,,invalid_date,6066.0,22.0,41043.36,196711.45,Y,N,,,-111.538204,,
STR009,,Wellington,North,AU,Physical,,invalid_date,2024-01-16,9278.0,,25667.66,,,Y,invalid_date,,,invalid_date,ERP
STR021,,,North,AU,,MGR182,2025-01-18,2025-07-28,7880.0,,7325.53,,N,Y,,-20.126161,-46.565206,invalid_date,
STR023,,,South,,Ecommerce,,2025-09-14,2025-08-23,,39.0,39755.76,,,N,invalid_date,-38.813261,,invalid_date,ERP
STR019,,Hamilton,North,,Physical,,invalid_date,,,,44041.45,360152.31,,Y,2024-07-08,-1.522631,-174.493023,invalid_date,
STR021,Store_6192,Christchurch,North,AU,Physical,MGR489,2024-04-05,invalid_date,3517.0,32.0,16380.08,,Y,,2024-04-07,,169.629371,2024-09-13,CRM
STR025,,,South,AU,Physical,MGR74,,,,,17265.65,,,N,2025-01-19,-87.394089,,,
STR023,Store_6194,Auckland,North,AU,Ecommerce,,2025-11-10,,5618.0,,41237.34,483033.96,N,N,,,42.672467,invalid_date,ERP
STR013,Store_6195,Hamilton,South,,Physical,MGR19,,,9010.0,,32148.36,433458.5,N,Y,invalid_date,,-38.012978,invalid_date,ERP
STR015,Store_6196,Hamilton,North,AU,,,2024-07-02,2024-12-07,4807.0,7.0,,472974.7,Y,,2024-09-05,,,,CRM
STR015,Store_6197,Hamilton,South,AU,,MGR339,2025-05-04,invalid_date,,,,,Y,N,invalid_date,56.329673,,,CRM
STR017,Store_6198,Wellington,,,,MGR290,2024-08-05,2024-05-24,9722.0,,41336.32,153324.15,,,invalid_date,,,2024-06-15,CRM
STR028,Store_6199,Christchurch,,,Ecommerce,MGR493,2025-09-28,2024-04-01,3383.0,28.0,,,N,N,,31.828977,95.204448,invalid_date,CRM
STR025,Store_6200,Hamilton,North,NZ,,,2025-01-05,invalid_date,1823.0,,,,N,,invalid_date,,,2025-11-30,
STR002,Store_6201,Hamilton,,AU,Physical,MGR189,2025-06-19,,,39.0,45914.91,,N,N,,-29.621584,22.981791,invalid_date,CRM
STR022,,Auckland,North,,Ecommerce,,,2024-04-13,5275.0,38.0,10572.84,,Y,Y,2024-05-20,-76.862875,36.250675,invalid_date,CRM
STR008,Store_6203,Hamilton,North,AU,Ecommerce,,2025-07-17,invalid_date,,,12221.67,131768.37,Y,Y,2024-12-15,,,2024-02-20,
STR027,,Christchurch,North,NZ,Physical,,2024-09-22,,4215.0,,48093.3,322359.25,,Y,2024-12-04,,,,CRM
STR002,,Wellington,South,NZ,,MGR55,,invalid_date,5831.0,22.0,,143255.7,,N,invalid_date,,,,CRM
STR009,,Hamilton,South,NZ,,MGR331,invalid_date,2025-03-07,1133.0,,47331.34,,Y,N,,,,2025-05-21,CRM
STR014,Store_6207,Wellington,South,NZ,Physical,,,invalid_date,1589.0,13.0,18879.16,,N,Y,2025-04-23,44.53825,112.340609,invalid_date,
STR017,Store_6208,Hamilton,South,AU,,MGR489,,invalid_date,,22.0,10939.85,,N,,invalid_date,,141.561027,,
STR017,,Auckland,South,AU,Physical,,invalid_date,,,37.0,,,N,,invalid_date,-19.974263,,invalid_date,
STR014,,,South,AU,Ecommerce,MGR155,,invalid_date,5811.0,16.0,,,Y,,invalid_date,12.194185,-170.64314,2024-09-20,ERP
STR017,Store_6211,Auckland,North,AU,,,,2025-02-27,,26.0,,120913.33,N,N,invalid_date,3.230301,,2024-10-11,
STR014,Store_6212,Auckland,North,,Physical,,2025-04-06,2025-06-24,7166.0,,14028.19,,Y,Y,2024-12-19,,132.485684,,
STR022,,,South,AU,Ecommerce,,invalid_date,invalid_date,6921.0,,,309435.16,,,,,107.3681,2024-12-04,
STR003,,Christchurch,,,,MGR361,invalid_date,2024-03-24,,,1218.95,,Y,Y,invalid_date,-51.142222,-162.003822,invalid_date,CRM
STR019,Store_6215,Christchurch,South,NZ,Physical,MGR188,,invalid_date,,,31500.47,155821.51,Y,Y,,,104.897446,,ERP
STR013,,Hamilton,North,NZ,Ecommerce,MGR484,invalid_date,2024-11-28,5695.0,,11511.24,,Y,N,2024-09-23,,,,CRM
STR021,,,,,Physical,,invalid_date,invalid_date,2784.0,,33955.54,,Y,N,2025-11-05,-37.337435,,,CRM
STR014,,,,AU,,MGR300,2025-01-11,2025-07-02,,12.0,,,N,N,invalid_date,88.795954,127.366018,2024-09-22,CRM
STR008,,Wellington,South,NZ,,MGR33,,,9454.0,7.0,31347.51,,,Y,invalid_date,44.561611,-1.765975,invalid_date,ERP
STR015,,Hamilton,,,Physical,,invalid_date,,,30.0,,,,,invalid_date,53.887416,-1.525245,2025-05-02,ERP
STR019,Store_6221,Hamilton,South,AU,Physical,MGR228,invalid_date,,8445.0,,28123.12,,N,Y,2024-03-19,-89.805221,,invalid_date,ERP
STR022,,Wellington,South,,Ecommerce,MGR145,,2024-09-23,,,,,Y,N,,,,2025-10-22,
STR011,Store_6223,Wellington,South,NZ,,,2025-10-17,,,,,140194.26,Y,N,2024-10-09,50.881197,137.936751,invalid_date,CRM
STR029,Store_6224,,South,,Physical,MGR383,,,7496.0,,,470232.61,N,,,-73.399564,92.53427,invalid_date,CRM
STR022,,Christchurch,,NZ,Ecommerce,MGR151,invalid_date,,,7.0,43726.18,461477.77,N,,,26.889546,,,CRM
STR021,Store_6226,,South,AU,,,,,,11.0,,,Y,,,68.465022,-34.59803,invalid_date,
STR004,,,North,,,,invalid_date,,6394.0,,49133.91,,N,N,2024-01-14,-77.756781,,invalid_date,ERP
STR001,Store_6228,Christchurch,,NZ,,MGR500,,2025-08-06,8046.0,18.0,9000.43,403203.2,,N,,-60.343002,11.339467,2025-02-16,ERP
STR027,,Wellington,North,AU,Ecommerce,MGR403,invalid_date,invalid_date,9736.0,,,,N,Y,invalid_date,8.996867,111.75112,invalid_date,ERP
STR015,,Wellington,South,NZ,Physical,MGR132,,,,,42903.55,345229.54,N,,invalid_date,,93.323556,,CRM
STR025,Store_6231,Hamilton,,,Physical,,2024-09-29,2025-08-14,4388.0,14.0,23170.51,351855.0,Y,,,-5.540696,,,
STR007,,Wellington,South,AU,Ecommerce,,2024-08-28,invalid_date,7782.0,49.0,31140.14,,,,invalid_date,34.378598,-69.388284,2025-09-07,
STR015,,Christchurch,,NZ,Physical,MGR476,invalid_date,2024-10-02,9182.0,43.0,,,Y,,,-4.68494,,,
STR010,Store_6234,Hamilton,North,,,MGR221,invalid_date,invalid_date,5349.0,7.0,12999.21,,Y,Y,,,136.383197,2025-02-02,ERP
STR014,Store_6235,Christchurch,South,AU,,MGR398,2025-07-15,2025-07-26,9673.0,21.0,6963.7,,Y,,2024-02-26,,109.900463,invalid_date,
STR028,Store_6236,Wellington,North,NZ,Physical,MGR386,,2025-06-15,2607.0,39.0,,314628.36,Y,N,,,31.503467,2024-03-08,
STR008,Store_6237,Wellington,North,,Ecommerce,MGR327,2025-10-22,invalid_date,,40.0,,,,N,invalid_date,,41.716756,,
STR018,,Auckland,South,,Physical,,2024-09-26,2025-03-06,,35.0,,,N,,invalid_date,,177.404152,2025-09-25,CRM
STR001,,Auckland,North,,Ecommerce,MGR200,,,4072.0,,,,N,Y,,44.61291,,2024-06-01,
STR001,Store_6240,Auckland,North,AU,Physical,,invalid_date,2024-03-18,9640.0,37.0,22006.67,,N,,invalid_date,-46.622417,61.993485,2025-03-11,CRM
STR022,Store_6241,Wellington,North,,Ecommerce,MGR475,invalid_date,invalid_date,,32.0,,,N,Y,,-47.810456,161.899772,invalid_date,
STR004,,Christchurch,,NZ,,MGR27,invalid_date,2025-05-30,9944.0,,13469.65,,N,N,,20.840375,,2025-02-06,CRM
STR020,,Auckland,North,NZ,,,invalid_date,2024-02-07,,15.0,26742.9,,Y,N,invalid_date,,,2025-04-18,ERP
STR004,Store_6244,,,,,,invalid_date,invalid_date,,9.0,24290.79,482337.62,,,2024-06-21,,,,
STR006,,,,AU,Ecommerce,,invalid_date,,4123.0,27.0,,,,Y,invalid_date,-60.876492,-25.771183,,
STR012,Store_6246,Auckland,,NZ,Physical,,invalid_date,2025-09-27,,43.0,,,N,N,invalid_date,,-103.500411,2024-08-27,
STR013,Store_6247,,South,NZ,Physical,,invalid_date,invalid_date,,,,,N,,,,105.127837,invalid_date,CRM
STR008,,,South,AU,,,,invalid_date,,,22495.2,345731.38,Y,Y,invalid_date,,0.620639,,
STR012,Store_6249,Auckland,South,AU,,,2024-05-09,,9182.0,48.0,,127185.75,Y,N,,,,,CRM
STR023,Store_6250,Wellington,South,NZ,Physical,,,invalid_date,1716.0,50.0,49977.55,,Y,Y,invalid_date,-24.032588,-54.268468,2025-04-19,ERP
STR024,Store_6251,Auckland,South,,Physical,,invalid_date,2024-09-30,7136.0,37.0,,,N,N,,,,,ERP
STR011,Store_6252,Hamilton,South,,Physical,,,2024-11-26,,,49969.19,,N,Y,invalid_date,-47.807479,,,CRM
STR002,,,,AU,Ecommerce,MGR491,invalid_date,2024-08-13,9236.0,27.0,11452.01,,N,,invalid_date,,92.450451,2024-12-25,ERP
STR002,Store_6254,Auckland,South,NZ,Physical,,2024-01-24,2024-10-10,,,,,,Y,,,-17.479019,invalid_date,ERP
STR020,Store_6255,Christchurch,,NZ,,MGR432,invalid_date,,9590.0,22.0,32486.3,,N,N,,68.368934,-138.27891,,CRM
STR020,,Wellington,North,NZ,Physical,MGR174,invalid_date,,6064.0,8.0,,249437.85,Y,,invalid_date,,-48.922317,,ERP
STR010,,Wellington,South,,Ecommerce,MGR103,2024-06-28,invalid_date,7766.0,15.0,20503.57,306282.3,,,,43.451401,100.938385,,CRM
STR014,,Auckland,South,AU,,,2024-06-04,2025-04-02,,40.0,,,Y,Y,invalid_date,,,,
STR004,,Wellington,,,,,2025-10-16,2024-04-26,,,,483492.58,N,N,,,,invalid_date,CRM
STR027,Store_6260,,,NZ,,MGR407,invalid_date,invalid_date,1446.0,21.0,,,Y,N,invalid_date,86.689134,,2024-02-12,ERP
STR030,Store_6261,Christchurch,North,NZ,,,invalid_date,invalid_date,,,21506.29,284542.41,,,invalid_date,8.561905,-143.93276,2025-10-02,
STR016,,Auckland,,,Physical,,invalid_date,2025-08-23,,37.0,9085.12,173031.21,N,,invalid_date,,,,
STR009,,Wellington,North,AU,Physical,,invalid_date,,,33.0,,,N,Y,2024-03-12,-85.643578,,,CRM
STR016,,Wellington,North,NZ,,MGR432,,,9766.0,,34493.29,362030.6,N,Y,2024-08-02,,,,
STR004,,Hamilton,South,,Ecommerce,,,invalid_date,,,,194362.32,N,Y,2024-05-07,-26.325818,-30.559337,,
STR006,,Auckland,North,,,,invalid_date,2024-08-04,,36.0,45631.74,239620.22,N,Y,invalid_date,,,,
STR016,Store_6267,Auckland,,AU,Ecommerce,MGR11,,invalid_date,,11.0,46857.54,,,,,32.240571,61.713757,invalid_date,ERP
STR009,Store_6268,Hamilton,North,AU,Physical,,,2024-05-07,,,,434717.51,Y,,invalid_date,,128.750181,2025-11-26,CRM
STR011,,Christchurch,,AU,,MGR89,,,8946.0,,,,,,2024-10-18,,,,ERP
STR013,Store_6270,Wellington,South,,Ecommerce,MGR86,,2025-04-01,,21.0,48316.98,296652.22,,,invalid_date,,33.579406,2024-10-03,ERP
STR022,Store_6271,Hamilton,South,NZ,Ecommerce,MGR389,2025-10-01,invalid_date,,14.0,,105197.12,N,N,,,-98.097654,,
STR014,,Christchurch,,NZ,Ecommerce,MGR186,2025-10-13,2025-08-30,,44.0,38956.59,242441.85,N,,,4.641604,,2025-07-04,
STR028,,,North,AU,,MGR102,2025-06-16,2025-06-13,,24.0,,,Y,N,2025-06-14,,-124.576874,,CRM
STR002,,Hamilton,North,,,,2025-07-02,invalid_date,,,,237489.16,Y,,2024-06-18,,98.246971,2025-09-10,CRM
STR014,Store_6275,Hamilton,,,Ecommerce,,,invalid_date,3623.0,19.0,,128531.95,,,invalid_date,,,2024-03-14,CRM
STR023,Store_6276,Wellington,,NZ,,MGR274,invalid_date,invalid_date,4974.0,41.0,,,,,2025-06-15,,,invalid_date,ERP
STR001,,,North,AU,Ecommerce,,invalid_date,2025-06-17,,17.0,,346484.09,,,2024-07-20,,,2025-03-20,ERP
STR012,,Hamilton,South,AU,,MGR306,invalid_date,2025-06-10,,9.0,,,,,,-53.302827,139.972493,invalid_date,
STR026,Store_6279,Hamilton,South,AU,Ecommerce,,2025-08-16,invalid_date,,,18607.49,,N,N,invalid_date,,-83.136082,2025-04-15,CRM
STR005,Store_6280,Hamilton,,,Physical,MGR126,2024-12-02,invalid_date,5638.0,,34521.29,256469.78,,,,53.663987,9.704759,invalid_date,CRM
STR011,Store_6281,Auckland,South,AU,,,,,5716.0,27.0,,125751.84,Y,N,2024-05-06,,,invalid_date,ERP
STR002,,Auckland,North,,Ecommerce,,2025-01-02,invalid_date,5787.0,,19724.05,490106.82,N,Y,invalid_date,-32.037141,161.342222,2024-06-15,CRM
STR029,Store_6283,,North,AU,Physical,,,2024-02-12,,,,223086.76,Y,Y,,31.587711,-6.274442,invalid_date,CRM
STR006,Store_6284,Wellington,South,NZ,Physical,,2024-11-24,2024-11-27,,,5096.96,,Y,N,,,,2024-06-29,
STR022,,,North,NZ,Ecommerce,,invalid_date,invalid_date,9927.0,,,245973.42,,N,,,,invalid_date,ERP
STR021,Store_6286,Wellington,South,AU,Physical,,,2024-06-06,,15.0,2556.13,465515.24,,,2024-07-31,,,,CRM
STR015,,,North,,Ecommerce,MGR247,2024-06-23,2025-09-19,6565.0,43.0,,,N,,,,-45.892123,2024-05-13,CRM
STR001,Store_6288,,North,AU,Ecommerce,MGR438,invalid_date,2024-01-27,1626.0,,,,Y,,,,11.34139,2025-07-05,CRM
STR005,,Auckland,,NZ,Ecommerce,MGR86,invalid_date,2024-08-28,6129.0,,31646.71,224930.62,Y,,2024-12-05,,167.467908,2025-06-27,ERP
STR025,,Wellington,North,,Physical,MGR393,2024-08-10,,,,,,N,,2024-12-25,,,,CRM
STR022,,Wellington,North,AU,Physical,,2025-04-28,invalid_date,,,9211.47,453234.34,N,N,2024-09-01,89.796226,,2025-12-01,
STR002,Store_6292,,North,AU,Ecommerce,,,2025-04-04,1144.0,,,,,Y,2025-09-29,,,invalid_date,ERP
STR029,,Auckland,South,,Ecommerce,MGR186,invalid_date,2024-03-02,,37.0,14780.74,,N,Y,,78.803593,,invalid_date,ERP
STR009,,Wellington,South,AU,Ecommerce,,,,,,17957.07,218668.11,N,N,2025-05-19,,,,CRM
STR019,,Hamilton,North,NZ,Ecommerce,,2024-03-23,,7322.0,20.0,,421156.11,,,invalid_date,56.161959,,invalid_date,CRM
STR027,Store_6296,Hamilton,,NZ,Ecommerce,,2024-05-13,invalid_date,8909.0,38.0,,,N,,,,,invalid_date,ERP
STR003,Store_6297,Hamilton,,NZ,,MGR139,invalid_date,,4126.0,,,,Y,Y,invalid_date,-1.030362,82.514613,,ERP
STR007,,Christchurch,North,AU,Ecommerce,MGR342,,invalid_date,3912.0,,45446.93,,Y,N,2025-02-08,,-53.405042,invalid_date,
STR002,Store_6299,Christchurch,,,,MGR285,invalid_date,,6941.0,,,293685.84,N,N,,,,2024-12-27,ERP
STR002,Store_6300,Christchurch,South,NZ,Physical,MGR50,invalid_date,invalid_date,1802.0,,,415042.79,,N,2024-04-04,-60.258184,,invalid_date,
STR016,,,North,NZ,Physical,,invalid_date,,7449.0,,18408.78,364401.93,N,N,invalid_date,-33.635989,124.918956,2024-03-06,CRM
STR017,Store_6302,Hamilton,,AU,,,,invalid_date,,,,132970.62,N,Y,,,,2025-10-02,ERP
STR003,Store_6303,Auckland,North,AU,,,invalid_date,2025-09-02,,10.0,,,Y,Y,invalid_date,-14.73322,-13.66332,2025-09-06,ERP
STR025,Store_6304,Christchurch,South,AU,Physical,MGR42,2025-11-22,,3261.0,17.0,,430677.05,Y,,,-71.919532,93.560386,,CRM
STR021,Store_6305,Christchurch,,AU,Ecommerce,MGR244,,invalid_date,9117.0,,,228681.72,,Y,invalid_date,,,invalid_date,ERP
STR030,Store_6306,,South,,,MGR246,2025-07-12,2024-07-12,9459.0,14.0,23901.43,144046.09,N,N,invalid_date,-57.632147,-146.717037,,ERP
STR007,Store_6307,Hamilton,South,NZ,,,,2025-07-14,7272.0,5.0,31486.68,,,N,,,,2024-05-09,ERP
STR025,,Christchurch,,AU,,,,,7182.0,34.0,48733.32,,N,N,,,,2025-04-25,
STR015,,Christchurch,North,NZ,Ecommerce,MGR51,invalid_date,invalid_date,,31.0,27897.54,,Y,N,2024-09-05,64.482945,,2025-08-11,ERP
STR003,,Wellington,South,NZ,Physical,,invalid_date,2025-08-31,2399.0,5.0,,,,N,2024-04-15,37.969198,-167.898365,invalid_date,ERP
STR008,,Auckland,North,AU,Physical,,,,,,42362.3,,N,Y,,49.181862,,invalid_date,ERP
STR006,,Auckland,North,NZ,Physical,MGR374,,2024-05-20,,50.0,5378.02,,Y,,2025-02-10,,,invalid_date,CRM
STR017,Store_6313,Hamilton,North,AU,,MGR492,,2024-12-08,,,36402.93,413168.13,N,N,invalid_date,-75.959132,,2025-01-17,
STR002,,,North,,Ecommerce,MGR346,2024-01-22,invalid_date,,,28395.31,,,Y,invalid_date,,163.947409,invalid_date,
STR019,,,North,NZ,,,invalid_date,2024-09-27,,44.0,43227.71,143249.5,Y,,2025-01-23,-9.994128,-50.789107,invalid_date,CRM
STR026,,Hamilton,,AU,Physical,,,,5331.0,,,,,Y,,7.253008,,invalid_date,ERP
STR030,Store_6317,Christchurch,,,Ecommerce,,invalid_date,2025-01-01,,28.0,6391.34,,Y,Y,,59.496802,,,ERP
STR019,Store_6318,Auckland,South,,,,,,,25.0,24014.67,,,,2024-04-23,,,2025-10-15,
STR024,Store_6319,,,NZ,,MGR478,invalid_date,invalid_date,5613.0,,,,Y,N,2024-09-25,73.213983,119.107083,,CRM
STR019,,Hamilton,South,NZ,Physical,,invalid_date,2025-07-29,6273.0,,,243223.29,N,Y,2025-08-16,-2.664003,,,
STR002,Store_6321,,North,AU,,MGR431,,invalid_date,4240.0,,,488065.96,N,N,invalid_date,,,2025-02-19,ERP
STR020,,Christchurch,North,AU,Physical,MGR10,2024-10-19,2024-03-07,2235.0,,,,N,Y,2025-04-24,-24.876902,-134.594991,2025-11-05,ERP
STR020,,Christchurch,North,NZ,Physical,,,,9331.0,16.0,,203069.35,N,N,invalid_date,,,2024-02-15,ERP
STR020,Store_6324,Christchurch,South,AU,Physical,MGR264,,2024-04-23,3243.0,5.0,,252088.25,N,N,invalid_date,53.279683,,,ERP
STR013,,Hamilton,South,NZ,Physical,,2024-02-13,,,8.0,,404505.12,Y,N,invalid_date,,,,ERP
STR023,,Hamilton,,,Ecommerce,MGR214,,invalid_date,,,10560.22,378003.42,N,N,,,-118.213671,,CRM
STR021,,Wellington,,NZ,,MGR191,invalid_date,2024-08-19,,,,180467.24,,N,,,-32.096277,2024-10-24,ERP
STR019,Store_6328,Wellington,North,NZ,Ecommerce,MGR35,invalid_date,,,,,,,,,,,2024-08-03,ERP
STR026,Store_6329,,,AU,Physical,MGR288,,,2966.0,,,,Y,N,,,,2025-02-10,CRM
STR016,Store_6330,Auckland,South,NZ,Ecommerce,MGR413,,invalid_date,6211.0,,,466499.77,Y,,,10.161084,,,
STR024,Store_6331,Hamilton,North,NZ,Ecommerce,,,,,20.0,18353.34,,Y,Y,invalid_date,67.281316,,2024-05-19,CRM
STR017,Store_6332,Hamilton,North,,,,2024-11-03,,,,,317554.93,Y,,,,-93.056347,,ERP
STR012,Store_6333,,North,,Ecommerce,MGR334,2025-01-07,invalid_date,,14.0,,,Y,,2024-10-11,,,,ERP
STR022,,,South,,Physical,MGR417,invalid_date,2025-10-31,,16.0,,350253.99,,,2024-06-13,59.925947,-6.468566,invalid_date,CRM
STR026,Store_6335,Hamilton,North,NZ,,MGR241,invalid_date,2025-09-23,,7.0,33963.01,,N,N,,43.622802,,,
STR025,Store_6336,Auckland,,NZ,Ecommerce,MGR41,2024-07-11,2025-11-13,,,,,,N,invalid_date,-59.792983,,2025-09-01,ERP
STR025,Store_6337,Auckland,North,AU,Physical,,invalid_date,invalid_date,8789.0,,,,N,Y,,33.348068,24.960154,,ERP
STR026,Store_6338,Wellington,South,,Ecommerce,MGR475,2024-04-10,,,10.0,,438937.82,,N,2024-01-18,,,,
STR006,Store_6339,,North,,Physical,,invalid_date,,9761.0,22.0,4958.95,271308.07,,N,invalid_date,80.431261,6.23763,2024-08-29,CRM
STR005,Store_6340,Auckland,,AU,Ecommerce,,,invalid_date,,14.0,,,N,N,,,,invalid_date,ERP
STR015,,Auckland,,AU,,MGR16,invalid_date,invalid_date,8152.0,15.0,,,N,N,,43.576206,,2024-09-28,ERP
STR005,,Christchurch,North,NZ,Ecommerce,,,,,,4074.26,231843.89,N,,2024-11-07,,,2025-08-06,CRM
STR013,Store_6343,Wellington,North,AU,Ecommerce,,2024-06-03,2024-10-30,,,,350468.49,N,,,,-75.489647,,CRM
STR003,,Wellington,South,NZ,Physical,MGR411,2025-04-18,2024-06-25,3021.0,50.0,15917.08,,Y,,,-57.493507,-8.121741,,ERP
STR010,Store_6345,Auckland,North,,Physical,,,2024-06-24,,,10493.51,159902.28,Y,,,,123.270081,invalid_date,
STR015,Store_6346,Wellington,,NZ,Physical,MGR252,invalid_date,invalid_date,,40.0,7044.67,111736.4,N,,2025-10-11,,,,
STR008,,,South,NZ,Ecommerce,MGR177,,,8344.0,16.0,40252.96,197193.73,N,,,,148.516319,invalid_date,
STR026,,Hamilton,,AU,Physical,,,2025-04-12,4450.0,,25204.92,151246.5,Y,N,invalid_date,-30.859924,,2025-02-03,ERP
STR023,,,South,NZ,Physical,MGR42,,,,,11039.33,,N,Y,,14.861239,-16.085747,2025-04-15,ERP
STR016,,Wellington,,NZ,Physical,,,invalid_date,,,31478.96,392035.23,Y,Y,2025-09-21,,,2024-03-12,CRM
STR018,,,North,NZ,,,2025-11-20,2024-06-29,,26.0,9781.26,135416.92,N,N,,-60.169392,7.492304,,
STR017,,Hamilton,North,,Ecommerce,MGR172,,invalid_date,,24.0,48591.34,,,N,invalid_date,,,,ERP
STR004,Store_6353,Auckland,South,NZ,Ecommerce,MGR94,invalid_date,,,27.0,19170.77,464995.94,,,2025-05-07,,104.416879,2024-03-04,ERP
STR016,Store_6354,Hamilton,South,,,,,2025-01-22,9045.0,,,,,,,-0.255637,-120.557465,invalid_date,CRM
STR003,Store_6355,Hamilton,North,NZ,Ecommerce,,,invalid_date,1547.0,50.0,29750.05,141252.53,N,,invalid_date,,28.641758,invalid_date,CRM
STR017,Store_6356,Wellington,,,,,,invalid_date,1172.0,,36207.44,,,,,,-24.271143,2024-12-04,CRM
STR018,Store_6357,Auckland,,,Ecommerce,,invalid_date,,,24.0,5918.84,,Y,N,invalid_date,,62.582507,2024-11-17,CRM
STR017,,,North,AU,,,invalid_date,2025-10-08,,25.0,21431.12,275130.71,N,Y,2024-06-17,,,,ERP
STR014,Store_6359,Wellington,,AU,,,,2024-11-05,4528.0,,30780.18,,Y,,invalid_date,,,,
STR022,Store_6360,Wellington,South,NZ,Physical,,invalid_date,2025-01-11,3266.0,5.0,28892.16,486794.71,,,,-74.790191,150.098031,invalid_date,CRM
STR004,,Wellington,North,NZ,Physical,MGR387,,,5713.0,32.0,,189394.33,Y,N,invalid_date,1.987193,-76.733973,,ERP
STR009,Store_6362,Wellington,North,NZ,Ecommerce,MGR363,,invalid_date,2928.0,18.0,34226.28,,N,N,invalid_date,-27.766379,145.037392,invalid_date,ERP
STR016,Store_6363,Christchurch,North,,Ecommerce,,2024-12-12,2024-02-03,4254.0,,,,Y,,invalid_date,,,,CRM
STR016,,,North,AU,Ecommerce,MGR366,invalid_date,,4855.0,5.0,40985.15,,Y,,invalid_date,-23.39842,,2024-10-24,
STR029,,Hamilton,,,,,invalid_date,2025-04-14,2491.0,,7012.7,337894.37,Y,,2024-03-04,-48.851961,,2025-07-21,
STR012,,Christchurch,North,NZ,Ecommerce,,,,5717.0,,,411837.56,Y,,,,,,
STR027,,,South,AU,Ecommerce,,,,,,,,,Y,invalid_date,-29.782181,97.764837,2025-08-06,ERP
STR027,,Hamilton,South,,Physical,MGR457,invalid_date,,2174.0,20.0,,,Y,N,,13.034059,,,
STR002,Store_6369,,South,AU,Physical,,invalid_date,,3264.0,21.0,3082.5,,Y,N,2024-11-02,-87.48433,,,ERP
STR006,Store_6370,Wellington,North,AU,Physical,MGR98,invalid_date,2024-07-25,,48.0,47490.31,,,Y,,-55.325274,,,ERP
STR014,Store_6371,,South,NZ,,,invalid_date,2024-11-09,8714.0,41.0,1317.52,,Y,N,2024-06-19,,12.273614,invalid_date,ERP
STR011,,Wellington,South,AU,,MGR432,2024-12-30,invalid_date,,25.0,,480380.26,Y,Y,,,-109.480684,,
STR015,Store_6373,Wellington,,NZ,,MGR458,2024-01-18,invalid_date,5521.0,24.0,,,Y,N,invalid_date,67.859174,,invalid_date,
STR015,Store_6374,Christchurch,South,AU,Physical,,2025-03-17,invalid_date,4150.0,31.0,26825.41,403617.23,N,Y,invalid_date,,,,CRM
STR016,,Auckland,,NZ,,,,,6774.0,,42105.77,248700.06,N,Y,invalid_date,-39.699781,,,CRM
STR020,Store_6376,,North,,Physical,,invalid_date,,,15.0,36000.62,158981.23,,Y,2025-06-09,,-5.44686,invalid_date,
